Date,AMZN,TSLA,BB,ITUB,GME,CLF,MSFT,NVDA,FB,WSBC,CLNE,WKHS,AAPL,NOK,AGG,TLT,HYG,LQD,IGSB,BND,PFF
12/11/2015,640.15,43.404,7.675,3.3009,23.153,1.3226,49.1047,31.7715,102.12,24.7673,3.69,9.35,26.131,5.9769,94.814,109.3734,59.7537,96.542,46.4828,70.6661,28.2752
12/14/2015,657.91,43.716,7.57,3.2602,23.3616,1.2086,50.0857,31.8497,104.66,24.7424,3.6,8,25.9694,6.0202,94.3692,107.9594,59.2352,95.8297,46.3986,70.3361,27.7756
12/15/2015,658.64,44.218,7.85,3.2783,23.5699,1.0187,50.1402,32.2409,104.55,25.2159,3.69,7.5,25.5099,6.0289,94.3779,107.3231,60.2045,95.8381,46.4207,70.258,27.974
12/16/2015,675.77,46.902,8.18,3.2918,23.5854,1.0886,50.985,32.4365,106.79,25.5234,3.58,7.05,25.7062,6.1588,94.2121,107.0933,60.6629,95.8213,46.3764,70.1798,28.1577
12/17/2015,670.65,46.678,7.8,3.2557,22.42,1.0061,50.5944,31.9475,106.22,25.3489,3.58,6.71,25.1613,6.0202,94.343,108.3041,59.9866,95.9303,46.3498,70.3274,28.2752
12/18/2015,664.14,46.092,8.61,3.0118,22.196,0.9933,49.1683,31.4292,104.04,24.9085,3.49,7.7,24.4802,5.9249,94.5436,108.905,59.7612,95.9303,46.4074,70.4846,28.2385
12/21/2015,664.51,46.512,8.72,2.9306,22.1884,0.9807,49.8041,32.1675,104.77,25.1162,3.29,7.4,24.7804,6.1415,94.4564,108.8785,59.5733,95.9973,46.4074,70.4056,28.3487
12/22/2015,663.15,45.99,8.96,2.9893,22.0726,1.0061,50.2765,32.2018,105.51,25.1245,3.55,7.6,24.7573,6.2541,94.3866,108.092,60.2947,95.8716,46.4163,70.3101,28.4222
12/23/2015,663.7,45.94,9.13,3.0254,22.1884,1.0819,50.7034,32.324,104.63,25.1245,3.91,7.84,25.0759,6.1848,94.3692,107.2789,60.6779,95.9554,46.3897,70.3187,28.5545
12/24/2015,662.79,46.114,9.1,3.0299,21.8952,1.1074,50.5672,32.4365,105.02,24.9501,3.8,8.15,24.942,6.1761,94.4149,107.8936,60.8017,96.2682,46.4016,70.371,28.6491
12/28/2015,675.2,45.79,9.42,3.057,21.9722,1.0694,50.8215,32.4071,105.93,25.1827,3.72,7.8,24.6626,6.1328,94.4149,108.2124,60.4391,96.1506,46.3395,70.371,28.6491
12/29/2015,693.97,47.438,9.35,3.0615,21.9413,1.1217,51.3665,32.9352,107.26,25.3821,3.67,8,25.1059,6.2454,94.1789,106.4146,60.7866,95.6547,46.3395,70.1532,28.7306
12/30/2015,689.07,47.618,9.35,2.9667,21.9799,1.0893,51.1485,32.6516,106.22,25.2907,3.57,8.1,24.778,6.1674,94.1614,106.3083,60.8319,95.6547,46.375,70.1968,28.8047
12/31/2015,675.89,48.002,9.28,2.9396,21.6403,1.0303,50.3946,32.2311,104.66,24.9418,3.6,7.75,24.3024,6.0808,94.4149,106.7866,60.8697,95.8144,46.4238,70.3361,28.7825
1/4/2016,636.99,44.682,9.135,2.81,21.8489,1.0893,49.7769,31.6541,102.22,24.3934,3.5,7.199,24.3232,6.2194,94.3799,107.557,60.5071,95.764,46.4238,70.3056,28.9158
1/5/2016,633.79,44.686,8.86,2.8326,22.2039,1.1475,50.004,32.1626,102.73,24.2023,3.63,6.77,23.7137,6.1934,94.4236,107.1231,60.6204,95.8144,46.4016,70.3884,28.9455
1/6/2016,632.65,43.808,8.74,2.81,21.8952,1.1931,49.0956,30.8327,102.97,24.302,3.45,6.9,23.2496,6.1328,94.782,108.5666,60.6204,96.1926,46.4371,70.7019,28.8788
1/7/2016,607.94,43.13,8,2.7241,21.9569,1.1281,47.388,29.6104,97.92,24.1857,3.34,6.75,22.2684,6.1848,94.7733,108.7615,60.2276,96.2682,46.4549,70.7106,28.6936
1/8/2016,607.05,42.2,7.71,2.7241,21.8952,1.05,47.5333,28.9747,97.33,24.0278,3.375,6.5,22.3861,6.3494,94.9831,109.2486,60.0689,96.3439,46.4859,70.7977,28.7751
1/11/2016,617.74,41.57,7.515,2.7197,22.6747,0.9193,47.5061,29.0236,97.51,24.302,3.21,5.8746,22.7486,6.4273,94.7121,108.053,59.9783,96.0329,46.4726,70.5016,28.6195
1/12/2016,617.89,41.994,7.38,2.7603,21.5169,0.8214,47.9421,29.5126,99.37,24.0528,2.97,5.15,23.0788,6.462,94.9219,109.6117,60.0387,96.2514,46.4549,70.6845,28.5973
1/13/2016,581.81,40.062,7.08,2.6925,20.7916,0.8607,46.9066,28.6129,95.44,23.0641,2.9,5.0001,22.4854,6.306,95.1404,110.6921,59.374,96.5456,46.4726,70.8587,28.4121
1/14/2016,593,41.236,7.32,2.7513,19.7418,0.8869,48.2418,28.036,98.37,23.2967,2.79,5.2,22.9772,6.3927,95.1055,109.6559,59.6384,96.0665,46.4726,70.7716,28.4269
1/15/2016,570.18,40.998,6.985,2.6383,19.7882,0.9132,46.3161,26.5105,94.97,22.9311,2.63,4.45,22.4254,6.2021,95.2191,111.3669,58.8528,95.9237,46.4637,70.8935,28.3157
1/19/2016,574.48,40.944,6.75,2.6022,19.6878,0.9,45.9255,26.7256,95.26,22.9893,2.41,4.434,22.3169,6.2281,95.1229,111.0198,58.6488,95.4951,46.4682,70.8064,28.2787
1/20/2016,571.77,39.74,6.9,2.5615,19.4408,1.0303,46.1345,26.8723,94.35,23.1305,2.49,4.5,22.3469,6.1415,95.2016,112.1888,58.256,95.6379,46.4282,70.8848,28.1083
1/21/2016,575.02,39.994,6.88,2.4802,19.518,1.0694,45.8529,27.1852,94.16,22.981,2.59,4.9999,22.2338,6.1415,95.0705,111.4271,58.6488,95.3606,46.4194,70.8413,28.1602
1/22/2016,596.38,40.51,7.01,2.5977,19.8114,1.0623,47.497,27.8208,97.94,23.2884,2.8,5.2845,23.4159,6.2887,95.1404,111.0021,59.5477,95.4194,46.477,70.8151,28.3083
1/25/2016,596.53,39.276,6.82,2.539,19.3405,1.035,47.0428,27.7915,97.01,22.6819,2.51,5.49,22.9587,6.2021,95.088,111.6043,58.9585,95.3186,46.4415,70.8151,28.1824
1/26/2016,601.25,38.712,7.02,2.6022,20.1124,1.0216,47.388,28.0653,97.34,23.1139,2.59,5.4,23.0857,6.306,95.2104,111.6574,59.4873,95.5875,46.4504,70.9196,28.212
1/27/2016,583.35,37.614,6.88,2.6067,20.182,1.0083,46.5251,27.7328,94.45,23.3798,2.46,5,21.5688,6.2194,95.2278,111.6308,59.3966,95.327,46.4593,70.9196,28.2861
1/28/2016,635.35,37.94,6.87,2.6293,19.8422,1.0688,47.2835,27.4297,109.11,23.5376,2.55,5.1876,21.7235,6.1501,95.3065,111.7902,59.6988,95.4362,46.4637,70.9719,28.3306
1/29/2016,587,38.24,7.12,2.8416,20.228,1.0821,50.0403,28.6423,112.21,24.1109,2.68,4.9001,22.4739,6.2367,95.5862,112.7378,59.8952,95.9321,46.5081,71.1809,28.501
2/1/2016,574.81,39.388,7.07,2.9064,20.6912,1.0821,49.6951,28.652,115.09,24.0029,2.51,4.678,22.2638,5.4918,95.4706,112.3927,59.5392,95.6262,46.488,71.0364,28.5936
2/2/2016,552.1,36.556,6.91,2.608,20.0043,1.0486,48.1419,27.4395,114.61,23.3382,2.4,4.99,21.8135,5.4225,95.7597,114.4778,59.1141,95.8032,46.5191,71.2808,28.5192
2/3/2016,531.07,34.696,7.18,2.8069,20.1971,1.2773,47.3789,27.5764,112.69,23.4213,2.5,5.38,22.2453,5.5351,95.7509,113.5284,59.4026,95.5672,46.5325,71.3332,28.4746
2/4/2016,536.26,35.066,7.4,2.8747,20.8455,1.2977,47.2336,27.5861,110.49,23.3881,2.5,5.5257,22.424,5.4052,95.8473,114.0786,59.2128,95.6094,46.5502,71.3856,28.3704
2/5/2016,502.13,32.52,7.09,2.8566,20.7067,1.2369,45.5622,25.8455,104.07,23.2385,2.42,5.58,21.8251,5.1626,95.7597,114.2117,58.7649,95.5925,46.5458,71.3157,28.1917
2/8/2016,488.1,29.598,6.8,2.7707,21.5245,1.2436,44.881,24.6623,99.75,23.4296,2.28,5.27,22.0549,5.0587,96.1276,116.6694,58.0741,96.0898,46.568,71.6212,27.6559
2/9/2016,482.07,29.65,6.72,2.7436,20.9304,1.1962,44.7629,24.9263,99.54,23.5044,2.25,5.37,22.0503,5.0933,96.1188,116.7937,57.8539,95.7611,46.528,71.6125,27.4103
2/10/2016,490.48,28.734,6.64,2.8204,20.5677,1.2032,45.1535,24.8676,101,23.0059,2.28,5,21.8832,5.0414,96.3553,117.8229,57.7704,95.8791,46.5547,71.7609,27.5815
2/11/2016,503.82,30.094,6.615,2.7075,20.5831,1.2436,45.1353,24.7405,101.91,22.5739,2.31,4.89,21.7509,5.0933,96.4167,118.6481,57.3833,96.1994,46.5725,71.8045,26.9861
2/12/2016,507.08,30.208,6.68,2.7482,20.8223,1.3109,45.871,25.161,102.01,23.1555,2.5,4.94,21.8182,5.076,96.1539,116.6783,58.2411,95.6599,46.5502,71.5688,27.2168
2/16/2016,521.1,31.034,6.95,2.7662,21.6095,1.4047,46.7402,26.3931,101.61,23.6124,2.36,4.98,22.4333,5.1367,95.9174,115.445,58.2942,95.2048,46.528,71.4641,27.6931
2/17/2016,534.1,33.736,7.19,2.8476,22.1808,1.3848,47.9569,27.0483,105.2,23.2635,2.52,5.13,22.7769,5.2926,95.8648,114.7352,58.7725,95.1795,46.4925,71.4467,28.0057
2/18/2016,525,33.354,7.19,2.721,22.5666,1.3172,47.7465,29.3757,103.47,23.3133,2.57,5.4,22.3451,5.3186,96.1539,116.1459,58.8256,95.955,46.568,71.691,28.1397
2/22/2016,559.5,35.548,7.29,2.9552,22.5434,1.368,48.1673,30.8229,107.16,23.4795,2.54,5.3152,22.489,5.3619,96.1977,116.1814,59.4481,96.0814,46.5725,71.6125,28.1248
2/23/2016,552.94,35.442,7.26,2.8809,22.7209,1.2502,46.8225,30.9012,105.46,23.1139,2.42,5.3799,21.9807,5.2666,96.2152,116.6517,59.3267,96.2753,46.5813,71.6561,28.162
2/24/2016,554.04,35.8,7.34,2.8762,23.0681,1.285,46.9872,31.1163,106.88,23.1555,2.51,5.25,22.308,5.2839,96.2502,116.421,59.4253,96.368,46.5947,71.7085,28.229
2/25/2016,555.15,37.486,7.26,2.8762,23.1223,1.2714,47.6642,31.1848,108.07,23.2552,2.44,5.23,22.4612,5.3705,96.4955,116.838,59.7442,96.9074,46.6347,71.8132,28.4299
2/26/2016,555.23,38.068,7.46,2.853,23.5699,1.2578,46.9323,30.9794,107.92,23.6124,2.48,5.19,22.496,5.2752,96.3203,115.7112,60.1465,96.8737,46.5902,71.7434,28.4373
2/29/2016,552.52,38.386,7.81,2.9273,23.7859,1.4924,46.548,30.7782,106.92,23.4878,2.88,5.14,22.4449,5.2233,96.4342,116.2169,60.7918,96.9411,46.6036,71.787,28.5192
3/1/2016,579.04,37.27,7.69,3.115,23.8786,1.575,48.1033,32.1424,109.82,24.2106,2.77,5.32,23.3363,5.3186,96.145,114.1709,61.7523,96.4128,46.6192,71.5469,28.6067
3/2/2016,580.21,37.668,7.8,3.2359,24.1486,1.9409,48.4418,32.3289,109.95,24.0445,3.03,5.35,23.3874,5.3272,96.0397,114.642,61.3326,96.6072,46.637,71.5032,28.5618
3/3/2016,577.49,39.148,7.84,3.6357,25.2447,1.8791,47.8929,32.0443,109.58,24.4017,3.45,5.55,23.5615,5.2666,96.1538,115.0598,61.5387,97.0637,46.6237,71.5382,28.5917
3/4/2016,575.14,40.208,7.93,3.91,24.3782,1.996,47.6001,31.9461,108.39,24.2771,3.25,6.2499,23.912,5.3272,96.0045,114.322,61.7142,97.0468,46.6237,71.5032,28.5992
3/7/2016,562.8,41.058,8.26,3.8356,23.9956,2.3697,46.6853,31.74,105.73,24.6593,3.16,7.1,23.6474,5.3272,95.9782,114.2864,61.7905,97.1567,46.6014,71.4857,28.6441
3/8/2016,560.26,40.52,8.14,3.9286,23.5116,1.8791,47.2525,31.161,105.93,24.6593,3.02,6.7599,23.4524,5.1193,96.2152,115.5488,61.3555,97.6724,46.6548,71.7218,28.6142
3/9/2016,559.47,41.744,8.24,3.8821,24.425,1.7826,48.3412,31.1413,107.51,24.3996,3.42,6.45,23.4733,5.128,96.1713,114.8465,61.5081,97.5625,46.6326,71.5994,28.689
3/10/2016,558.93,41.036,7.96,4.0913,23.7615,1.7132,47.6184,31.0923,107.32,24.6509,3.16,6.84,23.4849,5.1453,96.2152,114.3753,61.9355,97.9682,46.6504,71.5644,28.689
3/11/2016,569.61,41.5,8.045,4.1657,24.0035,1.6235,48.5516,31.6223,109.41,24.7933,3.24,6.8601,23.7379,5.2059,96.0397,113.2197,62.6834,98.2472,46.6504,71.4682,28.861
3/14/2016,573.37,43.03,8,4.0867,24.7135,1.8724,48.6431,31.7008,109.89,24.5336,3.08,8.22,23.7983,5.2406,96.0923,113.5753,62.5078,98.5346,46.6548,71.6256,28.8386
3/15/2016,577.02,43.668,7.88,3.7752,24.0268,1.6441,49.0273,31.5437,110.67,24.0311,2.96,9.89,24.2765,5.2059,96.0045,113.6819,61.9279,98.5008,46.6459,71.5557,28.7339
3/16/2016,574.27,44.386,7.94,3.6729,24.909,1.7853,49.7226,32.4859,112.18,23.7212,2.96,10.57,24.5991,5.2926,96.4171,114.0197,62.34,98.9742,46.7349,71.8355,28.8162
3/17/2016,559.44,45.276,8.1,4.1703,24.4796,2.0046,50.0062,32.2111,111.02,24.1818,3.02,10.73,24.5597,5.2579,96.619,114.4909,62.7368,99.2785,46.766,71.993,28.8685
3/18/2016,552.08,46.548,8.05,4.2494,24.0659,2.1665,48.9358,33.1828,111.45,24.4834,3.07,9.14,24.5875,5.2666,96.6979,114.7309,62.8818,99.5068,46.7749,72.0542,28.9209
3/21/2016,553.98,47.664,8.04,4.2401,24.0816,2.159,49.2743,33.2809,111.85,24.5336,3.18,8.05,24.5852,5.2233,96.4873,113.8508,62.8131,99.3884,46.7438,71.923,28.8985
3/22/2016,560.48,46.848,7.94,4.1564,23.5587,2.159,49.4664,33.222,112.25,24.4415,3.11,8.78,24.7732,5.2493,96.4259,113.8242,62.6452,99.2025,46.7393,71.9055,28.9658
3/23/2016,569.63,44.516,7.69,3.9239,23.7069,1.8349,49.375,33.7913,112.54,23.9808,2.91,8.44,24.6363,5.0847,96.6365,115.1132,62.3552,99.7012,46.7794,72.0629,28.9508
3/24/2016,582.95,45.55,7.59,3.8821,23.6288,1.9904,49.5945,33.8403,113.05,24.0394,2.96,8.77,24.5295,5.0067,96.6453,115.1576,62.0805,99.659,46.7883,71.9755,28.9957
3/28/2016,579.87,46.052,7.61,4.0402,23.4882,1.9691,48.9816,34.1838,113.69,24.0981,2.93,8.59,24.4181,5.0327,96.7155,115.3088,61.7981,99.7181,46.7527,72.0104,29.0855
3/29/2016,593.86,46.026,7.87,4.0588,24.5969,2.1241,50.052,34.7334,116.14,24.5085,2.96,8.66,24.9961,5.102,97.0051,116.5178,62.0347,100.1662,46.8327,72.3078,29.1378
3/30/2016,598.69,45.378,8.01,4.0913,24.7918,2.0606,50.363,35.0966,114.7,24.8854,2.95,8.71,25.4325,5.2233,96.97,115.291,62.256,100.0478,46.8505,72.2816,29.1678
3/31/2016,593.64,45.954,8.09,3.9937,24.7683,2.117,50.5277,34.969,114.1,24.8854,2.93,9.17,25.3002,5.1193,97.2728,116.1088,62.34,100.4451,46.895,72.4171,29.1977
4/1/2016,598.5,47.518,7.48,4.079,24.4638,2.11,50.8387,35.4793,116.06,24.9692,2.88,9.41,25.5323,5.024,97.1906,116.412,62.3854,100.7692,46.8692,72.5029,29.0114
4/4/2016,593.19,49.398,7.28,3.8698,24.144,2.0182,50.7107,35.1358,112.55,24.8938,2.94,10.2,25.7946,5.05,97.2874,116.4833,62.2321,100.7776,46.8781,72.5029,28.9437
4/5/2016,586.14,51.094,7.12,3.8325,23.6444,2.0465,49.9147,35.0868,112.22,24.6928,2.81,10.25,25.4905,4.9721,97.4193,117.7572,62.0021,101.0998,46.9449,72.6343,28.8686
4/6/2016,602.08,53.084,7.1,3.7489,23.4882,2.0742,50.427,35.1358,113.71,24.9441,2.88,10.04,25.7575,5.0674,97.4017,116.902,62.5234,101.015,46.9404,72.5993,28.8686
4/7/2016,591.43,51.44,6.98,3.7302,22.731,2.0046,49.8232,34.7727,113.64,24.3494,2.83,11.41,25.1957,4.9721,97.6128,118.3451,62.2167,101.2863,46.9449,72.8359,28.7934
4/8/2016,594.6,50.014,7.06,4.079,23.0199,2.1523,49.7866,34.9984,110.63,24.9189,2.91,11.1,25.2236,5.2059,97.516,117.5968,62.5004,101.0574,46.9894,72.7746,28.9287
4/11/2016,595.93,49.984,7.05,4.2232,23.3243,2.4908,49.686,35.2144,108.99,24.9441,2.88,10.9,25.3071,5.1193,97.5864,117.4454,62.5847,101.0489,46.9894,72.7658,28.9889
4/12/2016,603.17,49.564,7.095,4.414,23.4882,2.8086,49.9971,35.1751,110.61,25.2289,3.09,10.7,25.6368,5.076,97.4281,116.6347,62.9528,100.6505,46.9716,72.6519,29.0415
4/13/2016,614.82,50.906,7.2,4.4837,24.5656,2.8086,50.6375,36.0584,110.51,25.966,3.12,10.75,26.0082,5.2579,97.4721,117.0445,63.3668,100.9981,46.9583,72.6957,29.1016
4/14/2016,620.75,50.372,7.08,4.3349,24.7062,2.8086,50.6466,36.1565,110.84,26.1502,3.08,10.25,26.0221,5.3445,97.305,116.4833,63.3438,100.9302,46.9805,72.6343,29.1091
4/15/2016,625.89,50.902,7.06,4.3209,24.8154,2.8936,50.9119,36.4412,109.64,26.2675,3.01,9.4,25.4998,5.3012,97.5776,117.481,63.2441,101.3541,46.9983,72.8008,29.1392
4/18/2016,635.35,50.776,7.1,4.2094,25.1431,3.1049,51.653,36.2841,110.45,26.3848,3.12,8.81,24.9496,5.3099,97.5688,116.9732,63.6044,101.4643,47.0206,72.7746,29.1392
4/19/2016,627.9,49.474,7.05,4.3209,25.3304,3.3238,51.5889,35.6364,112.29,26.5858,3.4,8.47,24.8173,5.4138,97.56,116.608,63.8728,101.6508,47.0206,72.8184,29.2745
4/20/2016,632.99,49.994,7.22,4.2419,25.6739,3.1192,50.857,35.7738,112.42,27.5155,3.06,8.45,24.8684,5.3272,97.3226,115.3252,63.9955,101.3711,46.9983,72.6168,29.3046
4/21/2016,631,49.658,7.1,4.214,25.2211,3.0348,51.0309,35.7345,113.44,26.8371,3.005,7.64,24.5991,5.2406,97.1906,114.6393,63.7961,101.3287,47.0161,72.5292,29.2896
4/22/2016,620.5,50.75,7.26,4.1163,25.6036,3.0844,47.3714,35.5971,110.56,26.9627,2.95,7.56,24.5318,5.2666,97.1994,114.3453,63.9418,101.4389,47.0117,72.5029,29.3422
4/25/2016,626.2,50.364,7.27,4.0884,25.6036,2.7704,47.6733,35.7738,110.1,26.8957,2.93,6.83,24.3925,5.128,97.0939,113.8732,63.6964,101.2015,46.9894,72.4152,29.267
4/26/2016,616.88,50.748,7.2,4.279,26.0097,2.7846,47.0604,35.8032,108.76,27.1135,2.86,7.46,24.2231,5.1193,97.0499,113.3565,63.9111,101.1591,46.9983,72.3101,29.3497
4/27/2016,606.57,50.294,7.28,4.4279,26.0564,3.0771,46.6029,36.6178,108.89,27.0046,2.89,7.12,22.7072,5.1713,97.3402,114.4879,64.2868,101.8034,47.0429,72.5292,29.4324
4/28/2016,602,49.542,7.17,4.414,25.6819,3.8483,45.6515,35.5284,116.73,26.6947,2.89,7.13,22.0132,5.128,97.5336,114.96,64.1795,101.8966,47.0651,72.6606,29.4099
4/29/2016,659.59,48.152,7.06,4.4325,25.6036,3.7629,45.624,34.8708,117.58,26.9125,2.86,7.73,21.7601,5.0847,97.5248,115.254,64.2868,102.0068,47.0384,72.7132,29.455
5/2/2016,683.85,48.36,7.06,4.2015,25.2603,3.7697,46.301,35.3321,118.57,27.2391,2.84,8.3,21.7369,5.1367,97.4545,114.0937,64.3114,101.8748,47.0471,72.5851,29.4867
5/3/2016,671.32,46.464,6.86,3.9177,24.4327,3.3201,45.5417,34.9101,117.43,26.636,2.78,8.41,22.0944,5.0414,97.6352,115.5309,63.8955,102.0533,47.0783,72.7871,29.4036
5/4/2016,670.9,44.512,6.76,4.048,23.9956,3.0274,45.624,34.1151,118.06,26.7198,2.78,8.46,21.8646,4.9894,97.6792,116.1646,63.6567,101.8833,47.0872,72.8134,29.4338
5/5/2016,659.09,42.306,6.68,3.9596,23.5039,2.6417,45.6881,34.3212,117.81,26.6528,2.75,7.8,21.7758,4.9288,97.9259,116.9412,63.6028,102.0873,47.1095,72.9451,29.3658
5/6/2016,673.95,42.986,6.69,4.0061,23.4882,2.5062,46.0998,34.6746,119.49,26.6528,3.15,7.23,21.6544,4.9114,97.7761,116.4413,63.5643,101.8663,47.0783,72.91,29.4413
5/9/2016,679.75,41.784,6.58,4.0154,23.5662,2.1565,45.807,34.6255,119.24,26.5774,3.16,7.24,21.6708,4.9288,97.8378,116.8073,63.4488,101.7643,47.114,72.9627,29.5244
5/10/2016,703.07,41.738,6.73,4.3318,23.8238,2.292,46.6761,35.2929,120.5,26.7031,3.25,7.22,21.8179,4.5996,97.8819,116.8162,63.9879,101.9343,47.1273,72.9627,29.5924
5/11/2016,713.23,41.792,6.68,4.3644,22.7935,2.3133,46.7036,35.391,119.52,26.6695,3.23,7.11,21.6054,4.5736,97.8819,117.4767,63.9417,102.0448,47.1229,72.9802,29.6075
5/12/2016,717.93,41.456,6.61,4.3644,22.7154,2.1565,47.1244,34.9101,120.28,26.7031,3.13,7.48,21.0986,4.487,97.7937,116.9412,64.0418,101.8323,47.105,72.989,29.5697
5/13/2016,709.92,41.522,6.53,4.1039,22.4265,2.0779,46.731,40.2197,119.81,26.4769,3.11,7.08,21.1406,4.487,97.9788,118.0748,63.7568,102.0193,47.0827,73.0681,29.6302
5/16/2016,710.66,41.658,6.7,4.1039,22.653,2.1349,47.4172,41.4073,118.67,26.7282,3.2,7.24,21.9253,4.513,97.8114,117.0572,64.1111,101.6793,47.0872,72.91,29.7208
5/17/2016,695.27,40.932,6.68,4.034,22.2159,2.2637,46.5328,41.4956,117.35,26.2089,3.07,6.83,21.8342,4.4264,97.6792,117.2536,63.9802,101.6453,47.0381,72.8573,29.7586
5/18/2016,697.45,42.234,6.65,4.0108,21.8802,2.0638,46.8091,42.5556,117.65,26.9041,2.99,6.72,22.0841,4.513,97.2739,115.5844,63.9879,100.7783,46.9802,72.5148,29.6302
5/19/2016,698.52,43.042,6.69,3.9549,22.2862,2.0847,46.3577,42.7421,116.81,26.5355,2.97,6.94,22.0001,4.4783,97.3356,116.0843,63.8108,101.0163,46.9936,72.5939,29.5849
5/20/2016,702.8,44.056,6.81,3.9689,22.2314,2.0847,46.6341,43.5076,117.35,26.8538,2.96,6.96,22.2383,4.513,97.3973,116.1735,64.0341,101.0843,46.998,72.5939,29.5849
5/23/2016,696.75,43.244,6.92,3.8991,22.2238,2.1634,46.0905,43.5763,115.97,26.7031,3.08,6.9,22.5209,4.5216,97.3796,116.4324,64.0495,101.0843,46.9891,72.6114,29.7435
5/24/2016,704.2,43.582,6.94,3.9038,22.4033,2.1921,47.5277,44.6341,117.7,27.1135,3.09,7.15,22.8642,4.6429,97.3268,115.9147,64.4346,100.9143,46.9534,72.5763,29.7586
5/25/2016,708.35,43.916,7.16,3.8805,23.2072,2.3958,48.016,44.4471,117.89,27.4988,3.14,7.24,23.2659,4.8335,97.3444,115.4773,64.5347,101.0928,46.9936,72.55,29.8039
5/26/2016,714.91,45.024,7.17,3.9177,23.4026,2.4103,47.8041,44.9194,119.47,27.1219,3.13,7.18,23.4504,4.8508,97.4942,116.0753,64.3499,101.3818,47.0381,72.6729,29.8114
5/27/2016,712.24,44.608,7.23,3.8339,22.4812,2.2286,48.2002,45.1654,119.38,27.415,3.14,6.99,23.4364,4.8508,97.4766,115.9057,64.4577,101.3053,47.0025,72.6466,29.8417
5/31/2016,722.79,44.646,7.27,3.7269,22.7154,3.1073,48.8267,45.9723,118.81,27.3564,3.25,6.99,23.3219,4.9374,97.5382,116.1825,64.3961,101.4838,47.0426,72.708,29.9096
6/1/2016,719.44,43.912,7.25,3.8033,22.5985,3.18,48.6885,46.0609,118.78,27.348,3.35,6.95,22.995,4.9114,97.4836,116.6541,64.4979,101.5555,47.0363,72.7337,29.9602
6/2/2016,728.24,43.792,7.31,3.8638,22.5514,3.1726,48.3476,46.3856,118.93,27.1972,3.61,7,22.8221,4.9028,97.7308,117.4949,64.5134,101.7601,47.0318,72.8745,29.9526
6/3/2016,725.54,43.798,7.26,3.9336,22.3486,3.376,47.712,45.7362,118.47,26.8538,3.55,6.89,22.8688,4.9288,98.2605,119.1675,64.6295,102.5784,47.1256,73.332,30.1043
6/6/2016,726.73,44.136,7.4,3.9289,22.5146,3.6441,48.0252,45.5,118.79,27.1219,3.75,8.25,23.0347,4.9028,98.1281,118.282,64.9158,102.3312,47.1077,73.2177,30.0892
6/7/2016,723.74,46.468,7.43,4.0454,22.5066,3.5645,47.9976,45.5886,117.76,27.1302,3.86,8.18,23.1281,4.9374,98.2164,118.5682,65.2022,102.4846,47.1434,73.2265,30.0588
6/8/2016,726.64,47.104,7.42,4.2083,22.3248,3.9275,47.9423,45.441,118.39,27.3412,3.81,8.4,23.1071,4.9721,98.2517,119.2033,65.4498,102.8256,47.1434,73.3144,30.0588
6/9/2016,727.65,45.872,7.35,4.1571,21.5656,3.7024,47.5553,46.6218,118.56,26.9868,3.64,8.35,23.2729,4.9201,98.3223,119.9725,65.1945,102.9705,47.1613,73.3848,30.0436
6/10/2016,717.91,43.758,7,3.9057,20.9804,3.7459,47.4264,45.4606,116.62,26.7083,3.48,8.65,23.0814,4.8595,98.4548,120.5539,64.8771,103.0899,47.1836,73.4552,29.9526
6/13/2016,715.24,43.574,6.91,3.8824,20.5851,3.7171,46.1919,46.0412,113.95,26.3032,3.29,7.04,22.7334,4.9028,98.5342,121.0905,64.4438,102.9364,47.1836,73.4728,29.8843
6/14/2016,719.3,42.992,6.86,3.808,20.3477,3.4844,45.9063,46.1298,114.94,26.0585,3.28,7.08,22.7614,4.8248,98.4901,121.0011,64.2271,102.7063,47.1657,73.464,29.8009
6/15/2016,714.26,43.54,6.84,3.8172,20.6641,3.6309,45.7773,46.6021,114.6,25.9741,3.35,6.93,22.6867,4.8681,98.702,121.4662,64.258,103.0899,47.2238,73.6312,29.8236
6/16/2016,717.51,43.586,6.91,3.8964,20.5059,3.5212,46.4222,46.789,114.39,25.9319,3.4,7,22.7824,5.0139,98.7638,122.0565,64.2928,103.2433,47.2148,73.7104,29.8312
6/17/2016,706.39,43.094,7.01,3.915,20.68,3.6021,46.1827,45.9723,113.02,26.1345,3.33,6.83,22.264,5.0413,98.6931,121.2963,64.3354,102.9364,47.2059,73.6048,29.9526
6/20/2016,714.01,43.94,7.06,4.022,20.8777,3.6973,46.1274,46.7989,113.37,26.472,3.39,6.91,22.2102,5.0778,98.4194,119.9993,64.7146,102.8086,47.2014,73.4376,30.1119
6/21/2016,715.82,43.922,7.05,3.9988,20.4348,3.7198,47.1592,46.5135,114.38,26.4636,3.38,6.91,22.3994,5.1052,98.3488,119.4448,64.9623,102.7148,47.2014,73.3408,30.0967
6/22/2016,710.6,39.332,6.74,3.9663,20.5613,3.7338,46.975,46.4742,113.91,26.4045,3.36,6.91,22.3153,5.0961,98.4106,119.6415,65.0242,102.9023,47.2148,73.3672,30.1043
6/23/2016,722.08,39.28,7,4.1803,20.8222,3.8515,47.8225,47.714,115.08,26.9193,3.35,6.91,22.4438,5.2057,98.2429,118.273,65.504,102.8,47.2059,73.2353,30.1498
