Date,AMZN,TSLA,BB,ITUB,GME,CLF,MSFT,NVDA,FB,WSBC,CLNE,WKHS,AAPL,NOK,AGG,TLT,HYG,LQD,IGSB,BND,PFF
5/22/2018,1581.4,55.002,11.59,7.1181,11.3396,7.2042,93.8669,240.6973,183.8,41.7491,2.66,2.65,45.2401,5.8316,97.3185,109.7949,73.0138,103.5281,47.7305,72.5814,31.1777
5/23/2018,1601.86,55.814,11.6,7.044,11.3843,7.1032,94.9837,245.6492,186.9,41.5634,2.62,2.61,45.5301,5.7282,97.5865,110.5919,73.0735,103.9722,47.7674,72.8032,31.2452
5/24/2018,1603.07,55.57,11.57,7.0895,11.4023,7.0862,94.6467,245.7981,185.93,41.4573,2.74,2.595,45.4794,5.7282,97.8545,111.4733,73.1161,104.2622,47.8134,72.951,31.3464
5/25/2018,1610.15,55.77,11.75,6.9756,11.3396,6.9595,94.6949,247.3759,184.92,41.3689,2.63,2.57,45.5833,5.7752,98.067,112.1672,72.9967,104.5704,47.8549,73.1081,31.3549
5/29/2018,1612.87,56.752,11.73,6.5482,11.6798,7.002,94.3579,246.6912,185.74,40.6351,2.87,2.65,45.4189,5.5965,98.7139,114.624,72.6896,105.1232,47.9562,73.6162,31.4055
5/30/2018,1624.89,58.344,11.9,6.5595,12.0109,7.0272,95.2629,251.0576,187.67,41.643,3.11,2.68,45.3222,5.6153,98.4644,113.8551,72.9114,104.7154,47.8779,73.3945,31.4308
5/31/2018,1629.62,56.946,11.83,6.5823,11.8141,7.1539,95.157,250.2637,191.78,41.1921,3.16,2.61,45.17,5.6702,98.3812,113.6675,72.8431,104.6701,47.8457,73.3668,31.4308
6/1/2018,1641.54,58.364,11.64,6.6471,12.2795,7.3314,97.0343,255.6522,193.99,41.7402,2.85,2.62,45.9845,5.7289,98.2601,113.0667,73.0097,104.4689,47.8454,73.2414,31.5444
6/4/2018,1665.27,59.348,11.91,6.8238,12.7448,7.0607,97.8815,262.827,193.28,42.0674,2.86,2.57,46.3689,5.8073,98.0285,112.249,73.164,104.2325,47.7946,73.084,31.6546
6/5/2018,1696.35,58.226,12.16,6.5217,13.0671,7.0104,98.3822,263.0453,192.94,41.8905,2.96,2.5,46.7266,5.7779,98.1027,112.5122,73.2497,104.3052,47.8223,73.1488,31.7225
6/6/2018,1695.75,63.9,12.54,6.305,12.9059,7.2978,98.671,263.1247,191.34,42.6155,2.95,2.47,46.8886,5.7681,97.8803,111.6005,73.4297,103.9234,47.7762,72.9451,31.7564
6/7/2018,1689.3,63.218,12.25,6.0029,12.9685,7.1456,97.121,260.8919,188.18,42.5266,3.09,2.53,46.7629,5.7191,98.0934,112.6813,73.4554,104.2689,47.8039,73.1303,31.7988
6/8/2018,1683.99,63.532,12.1,6.2994,13.0043,7.1707,97.843,260.2766,189.1,42.4999,2.98,2.41,46.3375,5.7191,97.9544,112.343,73.4125,104.0961,47.7993,73.0377,31.8158
6/11/2018,1689.12,66.42,12.07,6.1568,13.133,7.3738,97.2846,258.6293,191.54,42.0463,2.99,2.38,46.2238,5.7779,97.8526,112.1362,73.5496,103.9961,47.7946,72.9728,31.8243
6/12/2018,1698.75,68.554,12.33,6.1511,12.9125,7.4836,97.535,260.5743,192.4,41.6015,2.97,2.3,46.4777,5.8073,97.8803,112.1644,73.6096,104.0052,47.7993,72.9636,31.7988
6/13/2018,1704.86,68.956,12.33,6.06,12.2507,7.4329,97.0921,260.3957,192.41,41.4414,2.9,2.28,46.0957,5.9541,97.7877,112.108,73.6353,103.9052,47.7716,72.9173,31.7564
6/14/2018,1723.86,71.544,12.22,5.7578,11.8096,7.4501,97.6409,264.8713,196.81,41.3347,2.89,2.08,46.1199,5.9835,98.0378,113.0385,73.8496,104.378,47.7946,73.0747,31.8328
6/15/2018,1715.97,71.634,12.31,5.8889,12.8298,7.3232,96.3989,263.2339,195.85,41.5481,2.91,2.23,45.6461,5.9933,98.0749,113.1419,73.8067,104.2325,47.7993,73.084,31.8752
6/18/2018,1723.79,74.166,12.2,5.7578,13.9693,7.3484,97.1017,263.0652,198.31,41.6282,3.03,2.18,45.622,5.9346,98.0934,113.0385,73.7982,104.1234,47.7946,73.084,31.8412
6/19/2018,1734.78,70.51,11.89,5.9972,14.4748,7.1795,97.1017,258.1827,197.49,42.3843,3.24,2,44.8847,5.8366,98.1953,113.6964,73.6953,104.178,47.8316,73.2043,31.8752
6/20/2018,1750.08,72.444,11.9,6.0371,14.438,7.3314,98.0741,260.3064,202,42.1975,3.18,2.09,45.0805,5.8464,98.01,112.7001,73.7725,103.5961,47.8085,73.0377,31.8328
6/21/2018,1730.22,69.502,11.7,5.9288,14.2726,7.2724,97.3713,255.1461,201.5,41.9929,3.16,2.06,44.8291,5.7877,98.0378,113.2922,73.6182,103.5143,47.8223,73.0747,31.8158
6/22/2018,1715.67,66.726,10.68,5.9402,14.2634,7.6108,96.6685,249.0332,201.74,41.726,3.47,1.98,44.6986,5.8268,98.1304,113.2828,73.6268,103.6416,47.8131,73.121,31.8667
6/25/2018,1663.15,66.602,10.01,5.9687,13.8866,7.1349,94.7238,237.2935,196.35,41.5837,3.57,2,44.0339,5.7093,98.0749,113.5366,73.4554,103.5416,47.8362,73.1117,31.8328
6/26/2018,1691.09,68.4,10.12,5.8946,13.758,7.2453,95.3881,240.1416,199,41.5392,3.97,1.94,44.5802,5.7093,98.2323,113.6964,73.4468,103.887,47.8639,73.2321,31.8752
6/27/2018,1660.51,68.9,9.7,5.6666,13.4179,7.1014,93.9054,233.9195,195.84,40.7209,3.79,1.87,44.5149,5.6114,98.4083,114.7678,73.2925,104.2416,47.8731,73.4081,31.8497
6/28/2018,1701.45,69.986,9.76,5.8718,13.6752,7.1092,94.9548,239.0202,196.23,40.6942,3.66,1.54,44.8388,5.5918,98.3991,114.796,73.0868,104.1052,47.8731,73.3525,31.9091
6/29/2018,1699.8,68.59,9.65,5.9174,13.3903,7.1604,94.9356,235.0905,194.32,40.0627,3.69,1.82,44.7445,5.631,98.4824,114.4013,72.9154,104.1598,47.85,73.334,31.9854
7/2/2018,1713.78,67.014,9.96,5.8967,13.0136,7.2197,96.2834,240.3897,197.36,40.8365,3.65,1.81,45.2449,5.533,98.3888,114.3117,72.9852,104.1738,47.8467,73.2885,32.1551
7/3/2018,1693.96,62.172,10,6.0507,12.9125,6.965,95.3592,235.0309,192.73,40.7298,3.71,1.76,44.4569,5.5624,98.593,114.924,72.9938,104.5568,47.8744,73.437,32.2523
7/5/2018,1699.73,61.832,9.8,6.0793,13.4455,7.1438,96.0427,240.876,198.45,40.9077,3.135,1.7,44.8146,5.6114,98.6859,115.2537,73.2693,104.8851,47.8975,73.5391,32.329
7/6/2018,1710.63,61.78,9.92,6.2047,13.9234,7.194,97.3906,245.4408,203.23,41.1923,3.185,1.6,45.4358,5.6408,98.788,115.6305,73.4587,105.031,47.9022,73.6227,32.3972
7/9/2018,1739.02,63.702,10.04,6.2218,14.2175,7.2286,98.0548,247.3462,204.74,41.7616,2.86,1.74,46.0667,5.7289,98.6952,114.8864,73.5706,105.1039,47.8975,73.5577,32.3717
7/10/2018,1743.07,64.494,10.08,6.2959,13.6569,7.2197,98.3148,251.3156,203.54,41.1123,2.83,1.51,46.0111,5.8268,98.6209,114.8769,73.5792,104.9854,47.8952,73.5113,32.3887
7/11/2018,1755,63.792,9.88,6.2218,13.5098,7.016,98.18,245.6393,202.54,40.8988,2.795,1.5,45.4141,5.7191,98.658,115.3197,73.4673,105.1951,47.9022,73.5484,32.2949
7/12/2018,1796.62,63.342,10.09,6.3359,13.8683,7.0838,100.3076,249.311,206.92,40.6142,2.83,1.52,46.1755,5.7779,98.7787,115.3103,73.6997,105.4231,47.9045,73.6041,32.2949
7/13/2018,1813.03,63.774,10.2,6.5583,14.0429,7.1349,101.5014,247.4156,207.32,40.1961,2.65,1.54,46.248,5.6897,98.8715,115.6023,73.6997,105.5052,47.9253,73.6691,32.1159
7/16/2018,1822.49,62.02,10.1,6.507,13.9877,6.965,101.0008,246.3042,207.23,40.5697,2.64,1.47,46.1465,5.7583,98.7601,115.1219,73.6481,105.3319,47.8975,73.567,32.0562
7/17/2018,1843.93,64.538,10.11,6.6495,13.3996,7.194,102.0021,251.7522,209.99,40.8454,2.63,1.5,46.277,5.6897,98.723,114.9052,73.6739,105.259,47.8929,73.5391,32.0051
7/18/2018,1842.92,64.77,10.01,6.5982,13.3996,7.4493,101.203,249.7774,209.36,41.1835,2.69,1.49,46.0232,5.915,98.6952,114.4436,73.7084,105.2407,47.9068,73.502,31.9795
7/19/2018,1812.97,64.046,10.33,6.6438,13.712,7.5088,100.5098,250.1049,208.09,41.7083,2.8,1.49,46.381,5.8366,98.8437,115.169,73.6739,105.4049,47.9253,73.6412,32.0903
7/20/2018,1813.7,62.716,10.28,6.9574,13.8591,8.46,102.3101,248.9736,209.94,42.5088,2.77,1.5,46.2746,5.8464,98.6487,113.756,73.7084,105.0948,47.9299,73.4742,32.1756
7/23/2018,1802,60.64,10.39,6.8263,13.6845,9.2415,103.9468,247.5049,210.91,42.7401,2.84,1.47,46.3157,5.817,98.3053,112.3524,73.6825,104.6753,47.916,73.2421,32.1329
7/24/2018,1829.24,59.486,10.23,6.9232,13.5833,8.9782,103.6483,246.8103,214.67,43.4783,2.78,1.44,46.6517,5.7779,98.4445,112.7386,73.8375,105.0036,47.9253,73.3535,32.1415
7/25/2018,1863.61,61.748,10.32,7.2369,13.3353,9.2068,106.7002,249.9461,217.5,43.4872,2.85,1.44,47.0916,5.8562,98.4538,112.5596,73.9752,105.1404,47.9253,73.3535,32.1926
7/26/2018,1808,61.33,10.26,7.0316,13.6109,9.181,105.5353,252.8935,176.26,43.9498,2.84,1.44,46.9442,5.4351,98.3981,112.343,73.9838,105.2407,47.9299,73.2978,32.1841
7/27/2018,1817.27,59.436,9.99,7.0829,13.6294,9.0959,103.6676,250.095,174.89,43.3627,2.78,1.43,46.1634,5.2882,98.4724,112.5314,73.958,105.3775,47.9253,73.3349,32.0562
7/30/2018,1779.22,58.034,9.7,7.197,13.5098,9.0959,101.4437,242.2653,171.06,43.2649,2.82,1.495,45.9048,5.3862,98.3703,112.1451,73.9838,105.2316,47.9276,73.2514,32.0306
7/31/2018,1777.44,59.628,9.81,6.8377,13.2434,9.1979,102.1272,242.9897,172.58,43.4694,2.85,1.49,45.9966,5.2882,98.4538,112.7574,74.1388,105.5599,47.9438,73.3071,32.0477
8/1/2018,1797.17,60.168,9.74,6.9024,13.5374,9.0702,102.3198,244.5874,171.65,44.0832,2.8,1.46,48.7063,5.3176,98.3526,111.8387,74.2052,105.1873,47.9446,73.267,31.9931
8/2/2018,1834.33,69.908,10.01,6.9251,13.4363,9.0192,103.5617,248.7057,176.37,44.6347,2.79,1.53,50.13,5.2588,98.3899,111.9992,74.2484,105.3153,47.9585,73.3042,32.0102
8/3/2018,1823.29,69.634,10.07,7.1989,13.6477,9.2747,104.0142,250.1744,177.78,43.9587,2.76,1.57,50.2751,5.2491,98.6039,112.5562,74.3089,105.6446,48.0048,73.4623,32.0958
8/6/2018,1847.75,68.398,10.19,7.0906,13.6569,9.1979,104.1008,252.0896,185.69,43.6918,2.75,1.51,50.5361,5.2099,98.669,112.6223,74.4473,105.7452,48.028,73.5275,32.113
8/7/2018,1862.48,75.914,9.85,6.9879,13.8958,8.8228,104.8229,254.9873,183.81,43.6473,2.75,1.33,50.0623,5.2784,98.4922,112.0369,74.4819,105.4159,48.0141,73.3972,32.1044
8/8/2018,1886.52,74.068,10.32,6.8738,14.0154,8.7378,105.4102,256.4461,185.18,43.8786,2.46,1.25,50.0962,5.2784,98.4922,112.1502,74.4386,105.2513,47.9631,73.3786,32.0787
8/9/2018,1898.52,70.49,10.46,6.7312,13.9786,8.7208,105.5834,254.5011,183.09,43.6384,2.71,1.1,50.4902,5.2491,98.6318,113.0943,74.3868,105.3336,48.0372,73.5182,32.0102
8/10/2018,1886.3,71.098,10.3,6.4232,14.0797,8.7974,104.9384,252.8438,180.26,43.7452,2.7,1.13,50.3398,5.112,98.8458,113.9157,74.2571,105.5074,48.1484,73.667,31.9845
8/13/2018,1896.2,71.282,10.29,6.3946,13.9786,8.6954,104.1779,254.1637,180.05,43.6651,2.71,1.2,50.6648,5.0826,98.9016,113.6797,74.2052,105.48,48.0836,73.6763,31.9674
8/14/2018,1919.65,69.528,10.22,6.5544,14.2451,8.4564,105.4775,259.4331,181.11,44.2255,2.68,1.19,50.8783,5.0924,98.8086,113.4248,74.3349,105.6171,48.1299,73.6298,32.0359
8/15/2018,1882.62,67.738,9.95,6.446,14.1716,8.3967,104.0472,257.1011,179.53,43.4694,2.68,1.15,50.9971,4.9846,98.9482,114.0856,74.2052,105.8367,48.1299,73.7135,32.0187
8/16/2018,1886.52,67.09,10.08,6.4346,13.9877,8.3454,104.0279,255.4736,174.7,43.8252,2.82,1.15,51.7443,5.0434,99.004,114.0762,74.3003,105.9738,48.1392,73.7507,32.0958
8/17/2018,1882.22,61.1,10.07,6.2748,14.0888,8.4052,103.9699,242.95,173.8,44.0565,2.81,1.15,52.7776,5.1217,99.0598,114.2178,74.3868,106.0653,48.1299,73.8345,32.1729
8/20/2018,1876.71,61.688,10.14,6.2563,14.5668,8.2946,103.2837,245.9469,172.5,43.9409,2.94,1.14,52.2633,5.1413,99.2552,114.9825,74.4213,106.3397,48.1762,73.9275,32.2415
8/21/2018,1883.42,64.38,10.12,6.0649,15.1549,8.3544,102.4236,251.3851,172.62,45.2306,2.89,1.12,52.1615,5.2491,99.1715,114.5954,74.5337,106.0744,48.1669,73.8903,32.2757
8/22/2018,1904.9,64.328,10.17,6.1519,15.6052,8.5419,103.4673,260.8125,173.64,45.3018,2.95,1.04,52.1639,5.298,99.2552,115.0486,74.5597,106.0653,48.1762,73.9368,32.2415
8/23/2018,1902.9,64.02,10.26,5.8562,15.4031,8.1836,103.9506,264.8018,172.9,44.9994,2.87,1.05,52.2706,5.3176,99.1994,115.228,74.551,106.1019,48.1716,73.9368,32.2158
8/24/2018,1905.39,64.564,10.6,5.9026,15.21,8.4223,104.7624,270.1407,174.645,44.5902,2.88,1.04,52.4331,5.4645,99.311,115.4546,74.6807,106.3122,48.1762,73.974,32.3442
8/27/2018,1927.68,63.854,10.78,6.094,13.519,8.6861,105.9221,273.7926,177.46,44.0565,2.82,0.944,52.8649,5.5918,99.1808,114.7937,74.7066,106.1476,48.1577,73.881,32.3442
8/28/2018,1932.82,62.372,10.94,6.0012,12.8941,8.78,106.56,272.2842,176.26,43.6384,2.78,0.9718,53.2918,5.6114,98.9947,114.1045,74.6721,105.7452,48.1206,73.7694,32.4128
8/29/2018,1998.1,61.002,10.82,6.1055,12.9768,8.8399,108.2609,276.514,175.9,43.7274,2.75,1.02,54.0874,5.5918,98.9761,114.2556,74.6288,105.6354,48.1299,73.7228,32.4727
8/30/2018,2002.38,60.63,10.6,5.8388,12.4806,8.3523,108.1933,275.8388,177.64,43.6651,2.78,1,54.5847,5.5037,99.0226,114.501,74.5683,105.736,48.1392,73.7787,32.4042
8/31/2018,2012.71,60.332,10.67,6.0418,12.1956,8.6,108.5605,278.6884,175.73,43.8964,2.75,1.02,55.2154,5.4351,99.0133,114.232,74.6634,105.5806,48.1669,73.7973,32.4984
9/4/2018,2039.51,57.79,10.64,5.7771,12.9125,8.3605,107.9613,281.687,171.16,43.7719,2.73,1.08,55.3924,5.3959,98.9044,113.5786,74.5104,105.3873,48.1462,73.6838,32.2598
9/5/2018,1994.82,56.148,9.97,5.8467,14.9436,8.6861,104.8494,276.4445,167.18,43.6918,2.78,1.24,55.031,5.2882,98.8577,113.2758,74.4322,105.3231,48.1369,73.7025,32.1136
9/6/2018,1958.31,56.19,9.85,6.0149,14.8332,8.8829,105.091,270.7849,162.53,43.3563,2.69,1.2,54.1165,5.2784,99.0256,113.6921,74.493,105.6167,48.1926,73.8144,32.0792
9/7/2018,1952.07,52.648,10.02,6.1367,14.824,9.1566,104.5788,269.931,163.04,43.0386,2.66,1.2,53.6799,5.2099,98.6712,112.727,74.4149,105.1763,48.0998,73.5813,31.9157
9/10/2018,1939.01,57.1,9.97,6.0845,14.7046,9.2851,105.7095,272.7807,164.18,42.9134,2.69,1.1,52.9595,5.2784,98.7645,113.1433,74.5625,105.5249,48.109,73.6279,32.019
9/11/2018,1987.15,55.888,10.3,5.8004,14.8517,9.0367,107.5071,270.8644,165.94,42.5555,2.72,1.09,54.2985,5.2491,98.5966,112.2822,74.5799,105.2864,48.0719,73.4693,32.0534
9/12/2018,1990,58.108,10.28,5.8467,15.3111,9.5246,107.9613,266.297,162,41.8217,2.65,1.15,53.6241,5.2001,98.6619,112.5472,74.7535,105.4974,48.1183,73.5253,32.0878
9/13/2018,1989.87,57.892,10.26,5.7482,15.6604,9.5161,109.121,269.4147,161.36,41.5175,2.65,1.13,54.9194,5.3568,98.7272,112.7175,74.8925,105.7176,48.1462,73.5719,32.062
9/14/2018,1970.19,59.04,10.3,5.87,15.4307,9.8496,109.5656,274.4686,162.32,41.8844,2.68,1.13,54.296,5.3862,98.5407,112.1781,74.9619,105.5892,48.1276,73.4507,32.1222
9/17/2018,1908.03,58.968,10.11,6.0614,15.6187,10.0552,108.3769,271.9863,160.58,41.5623,2.61,1.11,52.8504,5.3862,98.5407,112.1781,74.9098,105.5249,48.0998,73.4414,32.0448
9/18/2018,1941.05,56.992,10.26,6.0382,15.5153,10.4404,109.411,269.097,160.3,40.8733,2.6,1.07,52.9377,5.5037,98.3262,111.0048,74.9011,105.0938,48.0626,73.2735,32.0103
9/19/2018,1926.42,59.804,10.21,6.0962,15.6093,10.3957,107.9516,270.0502,163.06,41.3386,2.55,1.09,52.9692,5.347,98.1397,110.3424,74.7622,104.9378,48.0533,73.1616,31.8985
9/20/2018,1944.3,59.666,10.34,6.1715,15.5058,10.4901,109.7589,264.3906,166.02,41.5891,2.69,1.11,53.3719,5.4057,98.2702,110.8534,74.8664,105.213,48.0812,73.2549,31.9157
9/21/2018,1915.01,59.82,10.41,6.305,15.5341,10.4387,110.4257,261.5807,162.93,41.2759,2.67,1.07,52.797,5.4743,98.3448,110.8061,74.8838,105.2314,48.0812,73.3015,31.9587
9/24/2018,1934.36,59.936,10.42,6.1019,14.5938,10.6445,110.822,263.8147,165.41,40.7391,2.73,1.12,53.5562,5.4351,98.2516,110.5222,74.849,104.9929,48.0719,73.2082,31.9243
9/25/2018,1974.55,60.198,10.4,6.1193,15.0639,11.0824,110.6094,266.5055,164.91,40.7122,2.7,1.13,53.8958,5.4841,98.205,110.4086,74.7883,104.9929,48.0626,73.1523,31.8727
9/26/2018,1974.85,61.916,10.32,6.2296,14.6595,10.8676,110.1551,265.0261,166.95,39.9785,2.61,1.11,53.4665,5.4155,98.4381,111.1846,74.8664,105.369,48.109,73.3388,31.8469
9/27/2018,2012.98,61.504,10.19,6.4616,14.622,11.0051,110.5707,265.5027,168.84,40.0143,2.59,1.07,54.5653,5.5722,98.5034,111.2603,75.0053,105.5066,48.1183,73.3947,31.8813
9/28/2018,2003,52.954,11.38,6.3688,14.3586,10.8676,110.532,279.026,164.46,39.889,2.6,1.07,54.7569,5.4645,98.4008,110.9669,75.0574,105.4332,48.1276,73.3947,31.9415
10/1/2018,2004.36,62.14,10.83,6.3071,14.3681,10.9621,111.7304,287.3069,162.44,39.0837,2.6,1.09,55.1256,5.4939,98.3742,110.1522,75.2747,105.2878,48.1522,73.2577,31.6903
10/2/2018,1971.31,60.204,10.36,6.661,13.9825,10.799,111.2859,284.4473,159.33,38.7169,2.53,1.15,55.6156,5.3666,98.4864,110.8255,75.2137,105.3798,48.1522,73.3886,31.6039
10/3/2018,1952.76,58.96,10.56,7.0382,14.0296,10.8076,111.3052,284.6955,162.43,39.4595,2.61,1.11,56.2924,5.3568,98.019,108.9003,75.0131,104.7633,48.1057,73.0147,31.3965
10/4/2018,1909.42,56.366,10.26,7.044,13.9355,10.5504,109.0051,277.3083,158.85,39.1911,2.55,1.1,55.3027,5.3666,97.7386,108.1322,74.7339,104.3308,48.0498,72.8277,31.146
10/5/2018,1889.65,52.39,10.02,7.0905,13.8039,10.6101,108.3672,267.9452,157.33,38.6006,2.5,1.09,54.4052,5.2686,97.5236,107.2028,74.4025,103.9259,48.0219,72.6969,31.146
10/8/2018,1864.42,50.112,9.94,7.688,14.086,10.6445,107.1302,263.8842,157.25,38.9316,2.48,1.14,54.2791,5.2099,97.4862,106.8424,74.2368,103.8155,48.0312,72.6688,31.1978
10/9/2018,1870.32,52.56,9.76,7.7287,13.8791,10.5245,108.4928,263.6559,157.9,38.7885,2.48,1.08,55.031,5.1903,97.6264,107.9235,74.3502,104.1099,48.0312,72.809,31.2928
10/10/2018,1755.25,51.376,9.25,7.3921,13.945,9.9578,102.5975,243.9467,151.38,38.5021,2.35,1.03,52.4817,5.0532,97.5984,107.6295,73.8181,103.8247,48.0219,72.7529,31.0509
10/11/2018,1719.36,50.446,9.51,7.2645,13.7851,10.0351,102.3559,233.4616,153.35,37.5268,2.36,1.01,52.0184,5.0434,97.8881,108.9383,73.8791,104.2572,48.0498,72.9586,31.025
10/12/2018,1788.61,51.756,9.6,7.456,13.9167,10.3098,105.8931,244.7907,153.74,37.0794,2.36,1.05,53.8764,5.1413,97.9162,108.5589,74.2717,104.2756,48.0498,72.9399,30.9732
10/15/2018,1760.95,51.918,9.47,7.4212,13.992,10.1207,103.9892,233.7099,153.52,37.3479,2.38,1,52.7242,5.1805,97.8507,108.5115,74.2193,104.0823,48.0963,72.9212,31.025
10/16/2018,1819.96,55.318,9.77,7.7171,14.3775,10.1125,107.2751,244.0857,158.78,37.6968,2.44,1.03,53.8861,5.3372,97.9068,108.7581,74.4723,104.3492,48.0405,72.9773,31.0855
10/17/2018,1831.73,54.356,9.74,7.7229,14.4056,10.1638,106.9949,241.3354,159.42,37.7237,2.38,1.02,53.6532,5.4057,97.7105,108.1132,74.324,103.8339,48.0312,72.8464,31.1028
10/18/2018,1770.72,52.782,9.61,7.4792,14.1612,9.8547,104.859,237.8304,154.92,37.0347,2.4,1,52.3992,5.4351,97.6451,108.0753,74.01,103.8339,48.0591,72.7997,31.1719
10/19/2018,1764.03,52,9.32,7.4908,13.8509,9.4857,105.0137,227.5439,154.05,36.5157,2.37,0.98,53.1972,5.5037,97.561,107.8382,74.0536,103.7051,48.0126,72.7623,31.2842
10/22/2018,1789.3,52.19,9.47,7.6475,14.2176,9.7344,105.9511,229.5794,154.78,35.9699,2.33,0.9498,53.5223,5.5135,97.5423,107.6959,74.0885,103.5762,48.0219,72.7343,31.3101
10/23/2018,1768.7,58.828,9.36,7.6068,14.3586,9.6056,104.4724,219.4915,154.39,36.1936,2.23,0.91,54.0268,5.4351,97.6638,108.0373,74.0187,103.7235,48.0498,72.8371,31.2151
10/24/2018,1664.2,57.7,8.83,7.3399,14.1706,8.7476,98.8864,197.9951,146.04,34.6635,2.14,0.8301,52.1736,5.1511,97.9162,108.8529,73.6524,103.8707,48.1336,73.0334,31.1028
10/25/2018,1782.17,62.972,9.14,7.5314,13.5782,9.0301,104.6657,206.3653,150.95,35.3167,2.23,0.8571,53.3161,5.2099,97.832,108.3977,73.8006,103.7419,48.1057,72.9492,31.2928
10/26/2018,1642.81,66.18,8.96,7.688,12.8918,8.6941,103.3707,196.883,145.37,35.0304,2.19,0.945,52.4671,5.4645,98.0564,109.0521,73.4692,103.9167,48.1429,73.0801,31.1892
10/29/2018,1538.88,66.97,8.81,7.485,13.6628,8.6767,100.3651,184.3029,142.09,35.621,2.18,0.844,51.4823,5.4351,97.9536,108.8055,73.3994,103.7971,48.1243,73.0147,31.2151
10/30/2018,1530.42,65.98,9.02,7.7867,13.7945,8.7026,100.2491,201.5596,146.22,36.1041,2.26,0.7529,51.7394,5.5135,97.8134,108.2649,73.5739,103.567,48.1057,72.9119,31.1978
10/31/2018,1598.01,67.464,9.25,7.6417,13.7286,9.2714,103.2257,209.3341,151.79,35.8804,2.21,0.7751,53.0881,5.5037,97.7666,107.7149,73.5739,103.2726,48.0684,72.7623,31.2237
11/1/2018,1665.53,68.856,9.53,7.8469,14.4339,9.2023,102.3656,216.5624,151.75,36.2831,2.24,0.804,53.9031,5.6604,98.0137,107.8144,73.9113,103.5859,48.1322,72.8976,31.2554
11/2/2018,1665.53,69.282,9.37,7.9282,14.6784,9.2455,102.5975,213.395,150.35,36.7752,2.31,0.8393,50.3277,5.6799,97.7225,106.474,73.8675,103.1704,48.0762,72.6258,31.1426
11/5/2018,1627.8,68.28,9.34,7.812,14.0954,9.435,103.9022,210.2674,148.68,36.8915,2.32,0.868,48.8989,5.7387,97.7882,106.8923,73.9289,103.355,48.0762,72.682,31.1426
11/6/2018,1642.81,68.212,9.44,7.8063,14.0577,9.0902,104.1052,209.5624,149.94,37.2584,2.36,0.825,49.4277,5.7387,97.7976,106.8257,74.1217,103.5305,48.0575,72.6727,31.2293
11/7/2018,1755.49,69.632,9.63,7.8991,14.0107,9.3141,108.2029,212.2731,151.53,37.4731,2.42,0.7451,50.9268,5.8562,97.8822,106.9683,74.5512,103.7982,48.0995,72.7383,31.2988
11/8/2018,1754.91,70.28,9.57,7.7656,13.9731,8.9953,108,204.5284,147.87,37.7863,2.64,0.8122,50.7491,5.8073,97.7037,106.9588,74.3672,103.4935,48.0762,72.6165,31.3248
11/9/2018,1712.43,70.102,9.3,7.8701,13.7662,8.4698,105.8931,204.2107,144.96,37.4016,2.42,0.89,49.7706,5.7485,97.8258,107.7574,73.9464,103.5674,48.0575,72.7945,31.3335
11/12/2018,1636.85,66.256,8.96,7.8294,13.0516,8.6165,103.2837,188.1951,141.55,37.2494,2.37,0.8208,47.2634,5.631,97.9855,108.4609,73.4906,103.5582,48.0855,72.907,31.1859
11/13/2018,1631.17,67.746,8.96,7.696,13.0516,8.9611,103.3514,197.8958,142.16,37.4552,2.25,0.8615,46.7912,5.7289,98.0231,108.3943,73.3679,103.4197,48.0762,72.8695,31.1599
11/14/2018,1599.01,68.8,8.84,7.8237,12.1865,8.4183,101.8857,195.7908,144.22,37.0079,2.34,0.8304,45.4695,5.6702,98.0325,108.4609,73.2276,103.1427,48.0855,72.9257,31.0818
11/15/2018,1619.44,69.688,8.86,8.05,12.3464,8.6423,104.1279,200.9539,143.85,37.9563,2.35,0.845,46.5916,5.6408,98.1546,108.4133,73.2101,102.9488,48.0669,72.9351,30.9603
11/16/2018,1593.41,70.862,8.97,8.1197,12.0267,8.875,105.1082,163.2633,139.53,38.0458,2.37,0.7801,47.1077,5.6897,98.3143,109.0408,72.991,103.1519,48.1415,73.0944,31.0298
11/19/2018,1512.29,70.694,8.59,8.1197,12.2524,8.5819,101.546,143.6733,131.55,37.9384,2.26,0.7541,45.2407,5.6016,98.3049,109.345,72.7631,103.0504,48.1135,73.0944,30.8475
11/20/2018,1495.46,69.498,8.66,7.8469,11.5471,8.1167,98.7215,148.0222,132.43,37.7326,2.16,0.7471,43.0792,5.3959,98.2673,109.383,72.5352,102.8011,48.0669,73.0475,30.6046
11/21/2018,1516.73,67.638,8.78,7.8875,12.8918,8.1858,100.0804,143.6832,134.82,37.8579,2.25,0.7842,43.0305,5.4155,98.3331,109.345,72.9033,103.0227,48.1135,73.1225,30.7694
11/23/2018,1502.06,65.166,8.67,7.8294,12.6943,7.565,100.0416,143.9712,131.73,37.7863,2.18,0.83,41.9376,5.3764,98.3049,109.4591,72.5001,103.0688,48.1229,73.1131,30.6913
11/26/2018,1581.33,69.2,8.94,7.5277,13.7098,7.4707,103.3417,151.964,136.38,38.35,2.25,0.78,42.5047,5.3862,98.2861,109.2119,72.8419,103.115,48.1135,73.0569,30.6827
