Date,TSLA,AMZN,MSFT,NVDA,FB,BB,ITUB,GME,CLF,WSBC,CLNE,WKHS,AAPL,NOK
1/6/2017,45.802,795.99,58.6462,101.7892,123.41,7.16,5.8396,19.9404,6.4888,36.395,3.055,6.45,27.8288,4.4933
1/9/2017,46.256,796.92,58.4596,105.916,124.9,7.12,5.8764,19.9161,6.458,35.6254,2.91,5.71,28.0837,4.4111
1/10/2017,45.974,795.9,58.4409,105.1163,124.35,7.12,5.8711,20.0382,7.1933,36.2753,2.9,5.4,28.112,4.4203
1/11/2017,45.946,799.02,58.9729,103.823,126.09,7.22,6.0185,20.0137,7.5,36.7199,2.96,5.46,28.263,4.3655
1/12/2017,45.918,813.64,58.4316,102.1249,126.62,7.23,6.0552,20.1031,7.3005,35.9503,2.94,5.89,28.145,4.2924
1/13/2017,47.55,817.14,58.5156,102.115,128.34,7.27,5.9027,18.4849,7.0712,36.2325,2.83,5.99,28.0955,4.3381
1/17/2017,47.116,809.72,58.3569,99.8245,127.87,7.16,6.0289,18.9809,7.0169,35.2491,2.72,5.74,28.322,4.329
1/18/2017,47.672,807.48,58.3289,101.6411,127.92,7.21,5.9605,19.1029,7.224,35.6596,2.73,5.3,28.3197,4.2833
1/19/2017,48.752,809.04,58.1423,103.823,127.55,7.1,5.9869,18.9564,6.9026,35.3859,2.67,4.78,28.2701,4.329
1/20/2017,48.946,808.33,58.5529,102.6876,127.04,7.13,6.0605,19.1762,6.6876,35.7194,2.67,4.86,28.322,4.3472
1/23/2017,49.784,817.88,58.7582,103.7539,128.93,7.13,6.313,19.4607,6.7262,35.574,2.68,4.51,28.3409,4.2742
1/24/2017,50.922,822.44,59.2808,105.9654,129.37,7.21,6.2604,19.4121,7.1662,36.0957,2.76,3.76,28.315,4.265
1/25/2017,50.894,836.52,59.4302,106.4195,131.48,7.32,6.3919,19.6558,6.9189,37.0791,2.8,3.42,28.7657,4.2194
1/26/2017,50.502,839.15,59.9808,108.2559,132.78,7.31,6.3867,19.6965,6.842,37.0706,2.73,3.47,28.7799,4.3107
1/27/2017,50.59,835.77,61.39,110.3489,132.18,7.19,6.3499,19.7697,6.9577,36.1812,2.68,3.09,28.7823,4.2376
1/30/2017,50.126,830.38,60.7834,108.6212,130.98,7.05,6.271,19.664,6.6875,35.3859,2.55,3.29,28.7067,4.1463
1/31/2017,50.386,823.48,60.3354,107.7919,130.32,7.06,6.2131,19.9161,6.7649,35.4885,2.59,3.24,28.6407,4.128
2/1/2017,49.848,832.35,59.3368,112.5012,133.23,7,6.2942,19.7614,6.7725,35.2063,2.53,3.07,30.3872,4.1737
2/2/2017,50.31,839.95,58.9542,113.9229,130.84,7,6.3311,19.8265,7.0964,34.7446,2.39,2.98,30.3353,4.402
2/3/2017,50.266,810.2,59.4302,112.9258,130.98,7,6.4153,20.1195,6.7803,35.6339,2.53,2.81,30.4651,4.4111
2/6/2017,51.554,807.64,59.3928,115.8185,132.06,7.01,6.3731,20.0706,7.0191,35.0439,2.48,2.87,30.7507,4.3381
2/7/2017,51.496,812.5,59.1968,117.6154,131.84,7.14,6.4679,20.0298,7.0349,34.7617,2.485,2.88,31.0433,4.4385
2/8/2017,52.416,819.71,59.1129,117.102,134.2,7.23,6.71,20.1602,7.3432,34.2571,2.52,2.92,31.1637,4.4568
2/9/2017,53.84,821.36,59.7848,114.9003,134.14,7.3,6.6837,20.6479,8.7703,34.7275,2.55,2.78,31.3889,4.4659
2/10/2017,53.846,827.46,59.7288,112.1754,134.19,7.38,6.7836,20.8676,8.6003,34.8985,2.57,2.8,31.3178,4.4568
2/13/2017,56.12,836.53,60.4008,107.002,134.05,7.39,6.7258,20.6317,9.1946,35.2491,2.55,2.89,31.5951,4.5299
2/14/2017,56.196,836.39,60.6261,107.397,133.85,7.35,6.7994,20.9326,9.2791,35.3859,2.61,2.84,32.0052,4.539
2/15/2017,55.952,842.7,60.5885,107.6142,133.44,7.4,7.1152,20.9651,9.1251,35.1978,2.56,2.89,32.1213,4.5664
2/16/2017,53.79,844.14,60.5791,105.8864,133.84,7.35,6.9521,20.6723,8.932,35.232,2.51,3.1,32.0822,4.6303
2/17/2017,54.446,845.07,60.673,105.8667,133.53,7.49,6.8994,20.7944,8.8627,35.0952,2.49,3.21,32.1711,4.6121
2/21/2017,55.478,856.44,60.551,109.6578,133.72,7.32,7.0754,21.3231,9.0378,35.4287,2.59,3.25,32.4034,4.6486
2/22/2017,54.702,855.61,60.4289,109.4898,136.12,7.24,7.1344,21.3554,9.1075,35.48,2.53,3.19,32.5006,4.6577
2/23/2017,51.198,852.19,60.673,99.3376,135.36,7.16,7.0379,20.7863,8.1703,35.6168,2.56,3.06,32.3631,4.7034
2/24/2017,51.4,845.24,60.673,100.2964,135.44,7.08,6.8715,21.3719,8.2946,35.3859,2.49,3.03,32.3939,4.6943
2/27/2017,49.246,848.64,60.3069,103.2126,136.41,7.1,6.9305,21.5669,8.3099,35.1294,2.54,3.03,32.4579,4.7308
2/28/2017,49.998,845.04,60.0721,100.3162,135.54,6.96,6.8608,19.8755,8.2558,34.5137,2.45,2.87,32.4721,4.6943
3/1/2017,50.004,853.08,60.9735,101.6112,137.42,6.89,6.9114,19.908,8.4184,35.4543,2.86,3.03,33.1359,4.8039
3/2/2017,50.096,848.91,60.1003,97.8647,136.76,6.89,6.7235,20.3146,7.6749,34.4709,2.61,3,32.9391,4.7673
3/3/2017,50.314,849.88,60.3256,97.3012,137.17,6.88,6.8953,20.5585,7.8372,34.6163,2.53,2.95,33.1335,4.8221
3/6/2017,50.242,846.61,60.3444,96.5499,137.42,6.76,6.8309,20.2577,7.6668,34.4538,2.7,2.9,33.0292,4.8221
3/7/2017,49.718,846.02,60.4665,97.6076,137.3,6.77,6.745,20.0624,7.303,34.2229,2.57,2.89,33.0719,4.7765
3/8/2017,49.374,850.5,61.0204,97.4297,137.72,6.68,6.5947,20.3308,7.0475,33.9991,2.59,2.89,32.9486,4.7308
3/9/2017,48.98,853,60.7763,97.4099,138.24,6.79,6.5518,20.3308,6.9312,33.9217,2.57,2.81,32.8727,4.8221
3/10/2017,48.738,852.46,60.9641,97.9833,138.79,6.84,6.6538,20.7932,6.7685,33.2847,2.6,2.68,32.9818,4.9043
3/13/2017,49.234,854.59,60.7575,100.682,139.6,7.02,6.7557,19.9758,7.0089,33.2675,2.59,2.74,32.996,4.8952
3/14/2017,51.6,852.53,60.4759,100.6128,139.32,7.04,6.6538,20.2813,7.0243,33.19,2.44,2.65,32.9462,4.8769
3/15/2017,51.146,852.97,60.7951,101.3739,139.72,7.14,6.8309,20.3722,7.5199,33.2589,2.47,2.28,33.2947,4.9043
3/16/2017,52.41,853.42,60.6918,102.6195,139.99,7.17,6.7289,20.0335,7.2333,33.4741,2.51,2.29,33.3492,4.9774
3/17/2017,52.3,852.31,60.9078,104.8536,139.84,7.15,6.5679,20.3473,7.1792,33.4569,2.47,2.35,33.1833,4.9865
3/20/2017,52.384,856.97,60.9641,108.1948,139.94,7.2,6.7021,19.7198,7.1868,32.9318,2.58,2.13,33.5317,5.0596
3/21/2017,50.136,843.2,60.2881,104.6954,138.51,7.01,6.5411,19.8271,6.459,30.823,2.49,1.86,33.1477,4.9317
3/22/2017,51.002,848.06,61.058,106.8306,139.59,7.04,6.5465,19.8932,6.5981,30.4529,2.43,2.02,33.5222,4.9226
3/23/2017,50.956,847.38,60.9078,105.8619,139.53,7.11,6.4821,19.7857,6.4744,30.8316,2.4,2.04,33.4037,4.9135
3/24/2017,52.632,845.61,61.0111,106.2375,140.34,7.07,6.5733,17.0937,6.339,30.8058,2.42,2.1,33.3373,4.9043
3/27/2017,54.044,846.82,61.1237,107.0086,140.32,7.09,6.5894,17.2177,6.4325,30.6853,2.5,2.14,33.3942,4.9865
3/28/2017,55.49,856,61.3021,106.455,141.76,7.03,6.5518,17.9361,6.4402,31.2878,2.54,2.21,34.0864,4.9317
3/29/2017,55.476,874.32,61.4711,106.109,142.65,7.01,6.7021,18.1259,6.4094,32.0194,2.6,2.58,34.1622,4.8952
3/30/2017,55.584,876.34,61.6965,108.1454,142.41,6.95,6.525,18.5471,6.4402,32.9576,2.61,2.46,34.1172,4.8678
3/31/2017,55.66,886.54,61.8373,107.6808,142.05,7.75,6.4768,18.6216,6.3934,32.8027,2.55,2.63,34.0532,4.95
4/3/2017,59.704,891.51,61.5462,107.1371,142.28,7.8,6.6185,18.1672,6.4557,32.7166,2.55,2.48,34.0627,4.8678
4/4/2017,60.74,906.83,61.7152,99.6242,141.73,8.07,6.6991,18.1508,6.705,32.3293,2.55,2.42,34.3163,4.8952
4/5/2017,59,909.28,61.5556,98.8828,141.85,7.92,6.5058,17.9691,6.3779,31.8301,2.54,2.28,34.1385,4.7308
4/6/2017,59.74,898.28,61.7152,99.6045,141.17,7.92,6.3931,18.0352,6.5803,32.0797,2.54,2.31,34.0532,4.7765
4/7/2017,60.508,894.88,61.6683,99.1794,140.78,7.81,6.4629,17.8865,6.316,32.3121,2.51,2.28,33.9773,4.8221
4/10/2017,62.478,907.04,61.5275,96.6488,141.04,7.71,6.4682,18.0681,6.1363,32.0625,2.56,2.23,33.9371,4.8495
4/11/2017,61.742,902.36,61.4805,96.9948,139.92,7.7,6.4575,18.2582,6.2142,32.5531,2.58,2.16,33.572,4.813
4/12/2017,59.368,896.23,61.2458,96.194,139.58,8.93,6.4575,18.2251,5.7393,32.226,2.53,1.95,33.6123,4.8221
4/13/2017,60.8,884.67,60.9829,94.3949,139.39,8.64,6.3233,18.4812,5.5446,31.6321,2.48,1.93,33.4345,4.7673
4/17/2017,60.288,901.99,61.4805,98.092,141.42,8.77,6.7045,18.9023,5.3344,32.3293,2.47,2.27,33.6194,4.8039
4/18/2017,60.05,903.78,61.396,98.1513,140.96,8.73,6.6239,18.861,5.3419,32.5101,2.48,2.26,33.4701,4.7765
4/19/2017,61.104,899.2,61.0674,98.5369,142.27,8.93,6.5219,18.8114,5.1863,33.5085,2.45,2.39,33.3468,4.7217
4/20/2017,60.502,902.06,61.4993,100.0987,143.8,9.1,6.3824,19.15,5.6146,33.9733,2.475,2.3,33.764,4.813
4/21/2017,61.12,898.53,62.3443,100.5139,143.68,9.08,6.3663,19.15,5.5724,34.4123,2.49,2.24,33.7237,4.7673
4/24/2017,61.606,907.41,63.4053,101.7694,145.47,9.29,6.5541,19.1748,5.6429,35.0664,2.44,2.25,34.0485,4.9135
4/25/2017,62.758,907.62,63.7715,103.5388,146.49,9.19,6.5541,19.3234,5.6664,35.1956,2.46,2.16,34.2594,4.9591
4/26/2017,62.034,909.29,63.687,102.8271,146.56,9.2,6.5165,19.5299,5.6349,35.5743,2.49,2.18,34.0579,4.9043
4/27/2017,61.726,918.38,64.1001,104.4285,147.7,9.32,6.5702,19.0756,5.2511,35.0148,2.48,2.09,34.084,5.224
4/28/2017,62.814,924.99,64.2785,103.1039,150.25,9.34,6.6024,18.7372,5.2667,34.266,2.44,2.04,34.0508,5.2331
5/1/2017,64.566,948.23,65.1705,105.417,152.46,9.32,6.6615,18.8114,5.1727,34.4984,2.45,2,34.7454,5.2696
5/2/2017,63.778,946.94,65.0672,102.2933,152.78,9.27,6.7925,19.3565,5.1963,34.5156,2.42,2.15,34.9658,5.3336
5/3/2017,62.204,941.03,64.8606,103.0545,151.8,9.27,6.669,19.794,4.9062,34.6016,2.41,2.3,34.8591,5.3701
5/4/2017,59.092,937.53,64.6071,102.659,150.85,9.25,6.3898,19.4638,4.9531,34.8254,2.36,2.95,34.7335,5.5071
5/5/2017,61.67,934.15,64.7855,102.6689,150.24,9.49,6.5079,19.8188,4.9217,34.791,2.48,3.62,35.3095,5.6441
5/8/2017,61.438,949.04,64.7292,101.5914,151.06,9.4,6.4918,20.1326,4.9062,34.6275,2.5,3.16,36.2695,5.5984
5/9/2017,64.252,952.82,64.8231,101.7595,150.48,9.47,6.5133,20.2235,4.8438,34.3262,2.51,2.92,36.5018,5.6441
5/10/2017,65.044,948.95,65.0766,119.899,150.29,9.52,6.5992,20.6034,5.0081,34.1885,2.6,2.69,36.3288,5.6075
5/11/2017,64.62,947.62,64.2785,125.0493,150.04,9.38,6.7496,20.1079,4.8983,33.4999,2.59,2.53,36.643,5.5893
5/12/2017,64.962,961.35,64.2034,126.4233,150.33,9.35,6.8838,19.8436,4.726,33.1126,2.5,2.81,37.1547,5.6349
5/15/2017,63.176,957.97,64.2503,132.7697,150.19,9.63,6.9214,20.1163,4.9691,33.4655,2.48,3.07,37.0595,5.6715
5/16/2017,63.402,966.07,65.544,135.2411,149.78,10.18,6.959,20.207,5.0159,33.4913,2.5,3.17,37.0048,5.7354
5/17/2017,61.222,944.76,63.7215,126.2553,144.85,10.1,6.7281,19.6867,4.8749,32.5359,2.48,3.32,35.7623,5.5801
5/18/2017,62.612,958.49,63.9387,131.5439,147.66,10.11,5.4877,19.6372,4.8672,32.9576,2.48,3.52,36.3074,5.5801
5/19/2017,62.166,959.84,63.9198,134.5819,148.06,10.38,5.8421,20.0006,5.0865,32.3723,2.48,3.68,36.4311,5.6441
5/22/2017,62.07,970.67,64.6375,137.4517,148.24,11.32,5.6649,19.8602,5.0785,32.6047,2.43,3.96,36.6525,5.6715
5/23/2017,60.772,971.54,64.8547,135.6012,148.07,11.3,5.7884,18.7123,5.29,33.0437,2.42,3.83,36.6073,5.9729
5/24/2017,62.044,980.35,64.9397,137.1251,150.04,11.09,5.8529,18.7537,5.0504,32.9404,2.41,3.66,36.4978,6.0104
5/25/2017,63.366,993.38,65.7423,136.8184,151.96,11.22,5.7025,19.5051,4.9242,32.6908,2.36,3.65,36.6239,6.0198
5/26/2017,65.028,995.78,66.0634,140.361,152.13,11.11,5.869,18.3488,4.8451,32.665,2.38,3.5,36.562,6.001
5/30/2017,67.02,996.7,66.4883,143.3594,152.38,10.61,5.8797,18.638,4.8925,32.2088,2.32,3.48,36.5763,5.9633
5/31/2017,68.202,994.62,65.9501,142.8449,151.46,10.57,5.8582,18.283,4.6481,31.985,2.34,3.52,36.3597,5.9445
6/1/2017,68.074,995.95,66.1956,142.8548,151.53,11.39,5.7906,18.8114,4.6481,32.5531,2.48,3.6,36.4597,6.1044
6/2/2017,67.97,1006.73,67.7631,142.1423,153.61,11.29,5.8443,18.7206,4.49,33.3708,2.45,3.56,37,6.1609
6/5/2017,69.464,1011.34,68.2542,146.4667,153.63,11.15,5.7637,18.8802,4.5612,32.6478,2.45,3.49,36.6382,6.1514
6/6/2017,70.57,1003,68.4808,145.8037,152.81,11.15,5.8819,18.393,4.6403,32.1916,2.42,3.54,36.762,6.0762
6/7/2017,71.93,1010.07,68.358,147.5651,153.12,11.04,5.9786,18.5107,4.6403,32.3996,2.34,3.57,36.981,6.1514
6/8/2017,74,1010.27,67.9425,158.2723,154.71,11.17,5.9356,17.9479,4.8372,33.3444,2.4,3.86,36.8905,6.1326
6/9/2017,71.464,978.31,66.4033,148.0401,149.6,11.03,5.8228,18.4853,4.8057,34.9392,2.43,3.76,35.46,6.0198
6/12/2017,71.802,964.91,65.8934,148.4063,148.44,10.6,5.7745,18.2335,4.9632,34.5318,2.45,3.72,34.6127,5.9727
6/13/2017,75.19,980.79,66.715,149.8214,150.68,10.84,5.8335,18.4603,4.9161,34.6532,2.53,3.7,34.8912,6.0386
6/14/2017,76.132,976.47,66.3561,150.138,150.25,10.57,5.9195,18.1663,4.6403,34.7225,2.52,3.6,34.5508,6.001
6/15/2017,75.068,964.17,66.0067,150.7812,149.8,10.54,5.8497,17.8218,4.5851,34.6445,2.51,3.6,34.3437,5.9539
6/16/2017,74.28,987.71,66.1012,150.0391,150.64,10.53,5.8658,17.2927,4.7189,34.4452,2.53,4.05,33.8629,6.0198
6/19/2017,73.96,995.17,66.9227,155.6796,152.87,10.74,5.9034,17.4691,4.8217,34.1765,2.53,4.04,34.8316,6.0762
6/20/2017,74.448,992.59,66.0162,155.452,152.25,10.73,5.6992,17.3349,4.6087,33.5697,2.48,4.38,34.5151,5.9915
6/21/2017,75.28,1002.23,66.3561,157.8072,153.91,10.65,5.7207,17.1836,4.703,32.963,2.44,4.64,34.7198,6.0104
6/22/2017,76.522,1001.3,66.3467,156.7187,153.4,11.06,5.7369,17.2508,4.9242,32.7723,2.4,4.72,34.6627,6.001
6/23/2017,76.69,1003.74,67.2438,152.226,155.07,9.71,5.6992,17.3433,5.2628,33.015,2.49,4.23,34.8174,6.0104
6/26/2017,75.498,993.98,66.6016,150.5635,153.59,10.265,5.9034,17.7463,5.2787,33.0843,2.57,4.01,34.7079,5.9633
6/27/2017,72.474,976.78,65.3552,145.0516,150.58,9.99,5.8281,17.9564,5.3026,33.041,2.56,3.65,34.2104,5.9069
6/28/2017,74.248,990.33,65.9123,150.1677,153.24,10.23,5.8819,18.0655,5.5885,33.9424,2.55,3.55,34.7103,5.9821
6/29/2017,72.15,975.93,64.6753,145.1506,151.04,10,5.898,18.1495,5.5489,34.6359,2.58,3.94,34.1985,5.8034
6/30/2017,72.322,968,65.0908,143.0527,150.98,9.99,5.9356,18.1495,5.501,34.2718,2.54,3.69,34.2794,5.794
7/3/2017,70.524,953.66,64.3731,137.8772,148.43,9.91,6.0024,18.1411,5.6443,35.3726,2.56,3.41,34.1557,5.7846
7/5/2017,65.418,971.4,65.2324,141.5584,150.34,9.9,6.0185,18.0655,5.4695,35.2686,2.61,3.04,34.2961,5.8505
7/6/2017,61.766,965.14,64.7508,141.9839,148.82,9.71,5.9218,17.7379,5.2787,34.9826,2.6,2.98,33.9724,5.7752
7/7/2017,62.644,978.76,65.5912,145.2297,151.44,9.9,5.8948,17.5615,5.3343,35.2513,2.64,2.85,34.3175,5.8787
7/10/2017,63.21,996.47,66.0823,152.0974,153.5,9.86,5.9862,17.5446,5.6043,34.8699,2.66,2.73,34.527,5.8881
7/11/2017,65.444,994.13,66.0917,154.2546,155.27,9.94,6.0883,17.6036,5.8112,34.7052,2.72,2.71,34.6389,5.8693
7/12/2017,65.904,1006.51,67.1871,160.8155,158.9,9.9,6.2388,17.6288,5.7635,34.8352,2.75,2.95,34.6888,5.9633
7/13/2017,64.682,1000.63,67.7726,158.9551,159.26,9.89,6.2495,17.7715,5.9068,34.8872,2.74,2.89,35.172,5.9539
7/14/2017,65.556,1001.81,68.7263,163.2301,159.97,9.97,6.3087,17.6538,5.8746,34.4885,2.75,2.82,35.4743,5.9539
7/17/2017,63.914,1010.04,69.2646,162.5374,159.73,9.94,6.2549,17.8724,5.8829,34.5665,2.8,2.92,35.5981,5.9351
7/18/2017,65.648,1024.45,69.2174,164.2295,162.86,9.88,6.3087,17.7127,5.9305,34.6445,2.79,3.13,35.7218,5.7752
7/19/2017,65.052,1026.87,69.7462,163.3785,164.14,10.14,6.2549,17.931,6.1533,34.7745,2.85,3.09,35.9456,5.8505
7/20/2017,65.984,1028.7,70.0861,165.7535,164.53,10.13,6.2817,17.7211,5.994,34.0204,2.83,2.91,35.7837,5.8881
7/21/2017,65.68,1025.67,69.6801,166.3472,164.43,10.04,6.2549,17.4523,5.7954,32.8243,2.82,2.95,35.7671,5.8316
7/24/2017,68.504,1038.95,69.5006,164.4176,166,10.09,6.2925,17.4691,5.9953,33.1277,2.86,3,36.2003,5.8599
7/25/2017,67.92,1039.87,70.0578,163.6259,165.28,9.975,6.2764,17.8555,6.2829,33.7258,2.99,2.95,36.355,5.794
7/26/2017,68.77,1052.8,69.9256,165.516,165.61,9.87,6.2979,17.6708,6.1792,32.8937,2.98,2.9,36.5263,5.8034
7/27/2017,66.892,1046,69.0852,160.0535,170.44,9.74,6.2817,18.2251,5.8675,32.8763,2.86,2.89,35.8361,5.9915
7/28/2017,67.014,1020.04,68.9718,162.6759,172.45,9.72,6.3301,18.0571,5.6753,32.677,2.86,2.96,35.5838,6.0198
7/31/2017,64.694,987.78,68.6508,160.8155,169.25,9.38,6.4,18.2167,6.1711,33.1364,2.62,2.93,35.4005,6.0104
8/1/2017,63.914,996.19,68.5375,162.7749,169.86,9.51,6.6012,17.9395,5.9553,33.1277,2.66,3.01,35.7147,6.1514
8/2/2017,65.178,995.89,68.2353,162.6759,169.3,9.5,6.6979,17.9564,5.8513,32.9803,2.65,2.92,37.4023,6.1326
8/3/2017,69.418,986.92,68.1314,164.7441,168.59,9.42,6.6764,18.1914,5.9392,32.5556,2.63,2.85,37.0286,6.1514
8/4/2017,71.382,987.58,68.6319,165.4665,169.62,9.44,6.6441,18.4182,6.115,32.911,2.41,2.64,37.2237,6.1326
8/7/2017,71.034,992.27,68.3675,170.5529,171.98,9.1,6.7409,18.6199,6.2028,32.6596,2.395,2.66,37.7997,6.1138
8/8/2017,73.044,989.84,68.7358,168.5243,171.23,9.03,6.8108,18.4267,5.979,32.8156,2.36,2.63,38.102,6.0574
8/9/2017,72.706,982.01,68.4336,170.3154,171.18,8.95,6.7141,18.5442,5.8913,32.2523,2.3,2.64,38.3353,5.9821
8/10/2017,71.08,956.92,67.4326,163.0223,167.4,8.73,6.585,18.0318,5.7474,31.5848,2.3,2.61,37.1142,5.8787
8/11/2017,71.574,967.99,68.4619,154.3338,168.08,8.78,6.6441,18.2754,5.7474,31.2208,2.33,2.6,37.6304,5.8881
8/14/2017,72.76,983.3,69.4912,166.6441,170.75,8.95,6.6925,18.3511,5.7873,32.1742,2.35,2.76,38.1967,5.9539
8/15/2017,72.466,982.74,69.5102,165.2389,171,8.82,6.7698,17.5784,5.7795,31.8015,2.32,2.72,38.6149,5.9539
8/16/2017,72.582,978.18,69.9184,163.428,170,8.83,6.8295,17.9647,5.9873,31.7755,2.29,2.65,38.4595,5.9821
8/17/2017,70.384,960.57,68.7317,159.7864,166.91,8.715,6.683,17.7211,5.7234,31.0908,2.25,2.81,37.7212,5.8787
8/18/2017,69.492,958.47,68.8172,159.816,167.41,8.68,6.8729,17.8218,5.9157,31.1601,2.3,2.95,37.6352,5.8222
8/21/2017,67.572,953.29,68.4944,157.4905,167.78,8.58,6.7427,17.6204,5.8513,31.3768,2.24,3.08,37.5659,5.7846
8/22/2017,68.27,966.9,69.4532,160.9967,169.64,8.79,6.9055,18.1746,5.8833,31.6022,2.25,3.13,38.18,5.8599
8/23/2017,70.554,958,69.0355,164.2157,168.71,8.83,7.0302,18.0403,6.187,31.7235,2.28,3.06,38.2278,5.8787
8/24/2017,70.586,952.45,69.007,163.6115,167.74,8.95,7.0953,18.2922,6.2029,31.9836,2.29,3.25,38.0581,5.794
8/25/2017,69.61,945.26,69.1305,162.2447,166.32,8.99,7.0627,16.2935,6.2833,32.2436,2.28,3.25,38.1991,5.8411
8/28/2017,69.132,946.02,69.14,163.3936,167.24,8.99,6.9814,16.0833,6.3233,32.3303,2.29,3.46,38.5838,5.8411
8/29/2017,69.472,954.06,69.3488,163.1262,168.05,9.03,7.0139,15.7474,6.5323,32.2349,2.36,3.36,38.9279,5.8316
8/30/2017,70.636,967.59,70.2602,164.0968,169.92,9.07,6.9759,15.7811,6.8056,32.5036,2.32,3.42,39.033,5.8128
8/31/2017,71.18,980.6,70.9817,167.8209,171.97,9.27,6.9271,15.5375,6.7175,32.9197,2.38,3.37,39.1883,5.8128
9/1/2017,71.08,978.25,70.1937,168.8311,172.02,9.18,7.0922,15.6804,6.8141,33.1537,2.44,3.17,39.2003,5.8505
9/5/2017,69.918,965.27,69.8804,164.3246,170.72,9.01,7.1085,15.9071,6.6693,32.7636,2.41,3.22,38.7296,5.7376
9/6/2017,68.906,967.8,69.6811,164.2256,172.09,9.06,7.3635,16.243,6.7735,32.7896,2.46,3.25,38.6889,5.794
9/7/2017,70.122,979.47,70.5734,164.9882,173.21,9.11,7.3418,16.1487,6.8381,31.7074,2.44,3.42,38.5336,5.8222
9/8/2017,68.68,965.9,70.2317,162.1258,170.95,9.01,7.3364,16.4058,6.3958,32.2573,2.48,3.52,37.9052,5.6341
9/11/2017,72.738,977.96,70.9722,167.3851,173.51,9.16,7.4449,16.4485,6.3072,32.7809,2.49,3.62,38.591,5.7188
9/12/2017,72.55,982.58,70.8962,167.9893,172.96,9.28,7.3852,16.7312,6.1467,33.3133,2.46,3.72,38.438,5.7282
9/13/2017,73.246,999.6,71.3994,168.742,173.05,9.18,7.4124,17.151,5.9381,33.4529,2.54,3.51,38.1489,5.6623
9/14/2017,75.528,992.21,70.9817,167.7813,170.96,9.27,7.4558,17.2024,5.705,32.9031,2.51,2.78,37.8215,5.6529
9/15/2017,75.962,986.79,71.4943,178.3889,171.64,9.27,7.5805,17.3823,5.7295,32.7896,2.44,2.81,38.2039,5.794
9/18/2017,77,974.19,71.3519,185.7578,170.01,9.26,7.586,17.2795,5.914,33.1213,2.46,2.86,37.9147,5.8411
9/19/2017,75.02,969.86,71.6177,185.5597,172.52,9.14,7.5372,17.2966,5.8417,33.2086,2.42,2.83,37.9291,5.8505
9/20/2017,74.782,973.21,71.143,184.0642,172.17,9.85,7.5046,17.2195,5.8016,34.0377,2.42,2.77,37.2934,5.8128
9/21/2017,73.296,964.65,70.45,179.0327,171.11,9.61,7.4775,17.0397,5.5924,34.2384,2.4,2.73,36.6531,5.6906
9/22/2017,70.218,955.1,70.6399,177.2895,170.54,9.13,7.5317,17.1425,5.512,34.3868,2.41,2.75,36.2946,5.6435
9/25/2017,68.998,939.79,69.5482,169.366,162.87,9.14,7.3689,17.5109,5.5443,34.4653,2.48,2.73,35.9744,5.5777
9/26/2017,69.05,938.6,69.5482,170.3168,164.21,9.14,7.3798,17.6908,5.617,34.509,2.47,2.74,36.5933,5.5683
9/27/2017,68.194,950.87,70.1083,174.0508,167.68,9.23,7.3364,17.8621,5.8921,35.8792,2.46,2.76,36.8538,5.5307
9/28/2017,67.92,956.4,70.1273,174.0013,168.73,10.47,7.3255,17.8108,5.8031,35.853,2.53,2.75,36.6268,5.5495
9/29/2017,68.22,961.35,70.7158,177.0617,170.87,11.18,7.434,17.6993,5.7789,35.8007,2.48,2.76,36.8275,5.6247
10/2/2017,68.306,959.19,70.8298,177.2895,169.47,11.34,7.4743,17.5366,5.9728,36.2981,2.52,2.76,36.7534,5.6247
10/3/2017,69.628,957.1,70.4975,177.656,169.96,11.12,7.7131,17.3139,5.9807,36.3331,2.49,2.72,36.9135,5.6153
10/4/2017,71.002,965.45,70.9057,179.1417,168.42,11.08,7.7077,17.3481,5.9486,35.8967,2.43,2.77,36.6746,5.5683
10/5/2017,71.066,980.85,72.1209,179.0426,171.24,11.02,7.7836,17.5794,5.9322,36.2458,2.44,2.76,37.131,5.5777
10/6/2017,71.376,989.58,72.1493,179.5676,172.23,11.07,7.6751,17.151,5.7382,36.2894,2.43,2.79,37.1095,5.5589
10/9/2017,68.588,990.99,72.4246,183.6185,172.5,11.27,7.5123,17.2625,5.4957,36.5425,2.38,2.68,37.2385,5.5683
10/10/2017,71.118,987.2,72.4246,187.1246,171.59,11.34,7.6697,17.331,5.5039,37.0662,2.41,2.68,37.2528,5.5683
10/11/2017,70.92,995,72.5481,189.1154,172.74,11.39,7.6968,16.7826,5.4719,36.8829,2.47,2.56,37.4081,5.5307
10/12/2017,71.136,1000.93,73.2126,189.2046,172.55,11.49,7.6208,16.7055,5.5284,36.4552,2.415,2.61,37.2767,5.4836
10/13/2017,71.114,1002.94,73.5638,192.7306,173.74,11.57,7.6697,16.8855,6.1182,36.3767,2.4,2.45,37.5133,5.5777
10/16/2017,70.12,1006.34,73.7157,196.0386,174.52,11.37,7.5937,16.6284,5.8596,36.656,2.4,2.47,38.2039,5.5213
10/18/2017,71.93,997,73.6778,195.692,176.03,11.25,7.572,17.1768,5.9322,36.6385,2.345,2.59,38.1752,5.5118
10/19/2017,70.362,986.61,73.9626,195.9099,174.56,11.23,7.5177,17.1768,6.0133,36.1323,2.35,2.68,37.2719,5.4742
