Date,TSLA,AMZN,MSFT,NVDA,FB,BB,ITUB,GME,CLF,WSBC,CLNE,WKHS,AAPL,NOK
1/2/2015,43.862,308.52,41.3482,19.3645,78.45,10.82,5.4101,25.1557,3.8227,27.6216,5.12,1.6,24.8192,6.773
1/5/2015,42.018,302.19,40.9635,19.0375,77.19,10.76,5.3455,25.8406,3.5453,27.097,4.85,1.7,24.12,6.477
1/6/2015,42.256,295.29,40.3667,18.4603,76.15,10.62,5.5177,25.0737,3.4312,26.3543,4.61,1.6,24.1223,6.3755
1/7/2015,42.19,298.42,40.8795,18.4074,76.15,10.67,5.6726,24.7839,3.7194,26.4109,4.67,1.75,24.4606,6.3925
1/8/2015,42.123,300.46,42.0821,19.1048,78.175,10.625,5.8017,25.0737,3.9854,26.6934,4.81,1.85,25.4004,6.4263
1/9/2015,41.332,296.93,41.7284,19.1818,77.74,10.38,5.6597,24.017,3.8877,26.1364,4.64,2,25.4276,6.384
1/12/2015,40.442,291.41,41.2067,18.9413,76.72,10.12,5.4746,25.1334,4.1869,25.8539,4.53,1.901,24.8011,6.3586
1/13/2015,40.85,294.74,40.9901,18.9076,76.45,9.71,5.5392,24.3892,4.2682,25.8943,4.6,2,25.0213,6.3079
1/14/2015,38.538,293.27,40.6364,18.9894,76.28,12.595,5.6468,26.9495,4.2358,25.6279,4.64,2,24.9259,6.5108
1/15/2015,38.374,286.95,40.2163,18.8547,74.05,10.105,5.4617,25.647,4.7413,25.4342,4.31,2.1,24.2494,6.2825
1/16/2015,38.614,290.74,40.8884,19.201,75.18,10.24,5.6898,27.0536,4.8394,25.9508,4.37,1.9,24.061,6.3925
1/20/2015,38.386,289.44,41.021,19.2587,76.24,10.03,5.4961,26.8455,4.6,25.6198,4.33,1.8,24.6808,6.4855
1/22/2015,40.324,310.32,41.6754,19.8648,77.65,10.51,5.8232,27.6268,4.6706,26.7095,4.38,1.9,25.5162,6.6546
1/23/2015,40.258,312.39,41.7196,19.9225,77.83,10.705,5.6683,27.835,4.0992,26.088,4.4,2.0242,25.6478,6.6799
1/26/2015,41.31,309.66,41.5693,19.8311,77.495,10.52,5.7027,28.4007,3.9511,25.9992,4.4,1.701,25.6751,6.7645
1/27/2015,41.196,306.75,37.7227,18.8836,75.78,10.56,5.7372,28.4902,3.7211,25.8135,4.41,1.801,24.7761,6.773
1/28/2015,39.874,303.91,36.4228,18.5757,76.24,10.12,5.5349,27.9915,3.6228,24.8611,4.22,1.878,26.1768,6.6715
1/29/2015,41.04,311.78,37.1479,19.0278,78,10.25,5.466,26.9942,3.3435,24.853,4.19,2,26.9917,6.5531
1/30/2015,40.72,354.53,35.7243,18.4747,75.91,10.15,5.2164,26.2349,3.5131,24.3606,4.17,1.999,26.5967,6.4263
2/2/2015,42.188,364.47,36.5024,18.8739,74.99,10.07,5.3298,27.4109,3.8147,25.192,4.6,1.999,26.9305,6.4263
2/3/2015,43.672,363.55,36.7854,19.3453,75.4,9.93,5.4374,27.9096,3.7211,25.5391,4.54,1.725,26.935,6.6546
2/4/2015,43.71,364.75,36.9976,19.3934,75.63,9.88,5.5709,27.2621,3.4536,25.5552,4.53,1.9741,27.1416,6.5024
2/5/2015,44.198,373.89,37.537,19.706,75.615,10.09,5.5494,27.3143,3.5188,25.8458,4.615,2,27.3353,6.6123
2/6/2015,43.472,374.28,37.5016,19.6243,74.47,9.98,5.3772,27.3589,3.4315,26.2656,4.69,2,27.1051,6.4686
2/9/2015,43.496,370.56,37.4574,19.605,74.44,9.87,5.4762,27.6714,3.5955,25.7813,5.08,1.701,27.2852,6.3755
2/10/2015,43.258,372.995,37.6696,20.1534,75.19,9.91,5.2782,28.3116,3.65,25.8297,5.14,1.9,27.8093,6.57
2/11/2015,42.56,375.14,37.4751,20.0187,76.51,9.87,5.169,27.9246,3.5406,26.8306,5.32,1.8,28.4612,6.6292
2/12/2015,40.576,377.17,38.1029,21.452,76.23,9.86,5.3766,27.7236,3.6393,26.8225,5.27,1.7,28.8213,6.7391
2/13/2015,40.754,381.83,38.7927,21.4616,75.74,10.09,5.5799,27.7978,3.8304,26.7499,5.44,1.8,28.9626,6.7814
2/17/2015,40.87,375.43,38.8105,21.5242,75.6,10.36,5.6506,27.8055,3.7703,26.7902,5.35,1.701,29.1335,6.7983
2/18/2015,40.892,373.37,38.7659,21.2789,76.71,10.37,5.5666,27.9096,3.7869,26.5319,5.24,1.725,29.3352,6.7899
2/19/2015,42.341,378.995,38.7392,21.3318,79.42,10.36,5.5048,27.9319,3.7816,26.5723,5.175,1.9,29.2748,6.7899
2/20/2015,43.422,383.66,39.0554,21.4857,79.895,10.27,5.5092,27.9021,3.839,26.6611,4.92,2.085,29.513,6.8237
2/23/2015,41.467,380.14,39.3181,21.3173,78.84,10.11,5.5401,27.7978,3.668,26.6046,4.99,2.08,30.3118,6.7391
2/24/2015,40.822,378.59,39.2647,21.5443,78.45,10.27,5.7213,27.6416,3.7449,26.6772,4.94,2.5,30.1226,6.773
2/25/2015,40.752,385.37,39.1756,21.3801,79.56,10.51,5.6285,27.7458,3.7287,26.7095,5.25,2.7,29.3523,6.7814
2/26/2015,41.438,384.8,39.2335,21.4381,80.41,10.76,5.6152,27.5597,3.7396,26.7014,5.04,2.9,29.7226,6.773
2/27/2015,40.668,380.16,39.0509,21.3029,78.97,10.81,5.6462,27.5152,3.7727,26.427,6.01,2.8,29.2771,6.773
3/2/2015,39.465,385.655,39.0776,21.8195,79.75,11.05,5.5371,28.7805,3.7287,26.6369,5.67,3.345,29.4207,6.8321
3/3/2015,39.912,384.61,38.5433,21.4187,79.6,10.965,5.5371,28.7878,3.7064,26.6046,5.69,3.45,29.4822,6.8152
3/4/2015,40.487,382.72,38.3429,21.6602,80.895,10.84,5.4221,29.7926,3.7064,26.2252,5.63,3.5,29.2953,6.8068
3/5/2015,40.126,387.83,38.3919,22.0754,81.21,10.89,5.2498,29.7702,3.6566,26.3866,5.54,3.8,28.8099,6.8152
3/6/2015,38.776,380.09,37.724,21.776,80.005,10.67,5.0112,29.8892,3.4581,26.4512,5.47,3.8,28.8532,6.6208
3/9/2015,38.176,378.56,38.1604,21.834,79.44,9.86,4.7946,30.3881,3.1934,26.7095,5.35,3.9,28.9762,6.6461
3/10/2015,38.064,369.51,37.4301,22.2058,77.55,9.77,4.6401,30.2541,3.0114,26.1606,5.18,3.7,28.3768,6.4516
3/11/2015,38.748,366.37,37.3856,22.0947,77.57,9.9,4.7505,29.3832,2.8737,26.2907,5.16,3.5,27.8595,6.5362
3/12/2015,38.214,374.24,36.5306,21.8919,78.93,9.93,4.7637,29.532,2.8295,26.9085,5.11,3.7,28.3632,6.5277
3/13/2015,37.736,370.58,36.8513,21.9209,78.05,9.81,4.5914,30.5686,2.7245,26.8354,5.13,3.5975,28.1672,6.5108
3/16/2015,39.14,373.35,37.0116,22.1816,78.07,9.72,4.5914,30.8615,2.6861,26.8516,5.04,3.5,28.4771,6.5785
3/17/2015,38.946,371.92,37.1318,22.452,79.365,9.72,4.724,30.7262,2.5039,26.876,5.02,3.6,28.9534,6.4855
3/18/2015,40.142,375.135,37.8487,22.0851,80.91,9.77,4.9184,30.884,2.5567,26.7216,5.27,3.5,29.2794,6.6715
3/19/2015,39.13,373.24,37.6572,22.4182,82.75,9.7,4.7505,30.6362,2.4056,26.5996,5.13,3.7,29.0571,6.5785
3/20/2015,39.616,378.49,38.1871,22.6645,83.8,9.51,4.9007,30.7337,2.4005,27.0142,5.17,3.77,28.6936,6.6461
3/23/2015,39.926,375.11,38.1648,21.9306,84.43,9.52,4.9803,31.0492,2.685,26.8435,5.1,3.6,28.9922,6.663
3/24/2015,40.344,374.09,38.2049,21.6312,85.31,9.52,4.9847,30.7262,2.7855,26.8435,5.34,3.6701,28.8737,6.7222
3/25/2015,38.86,370.96,36.9225,20.3179,82.92,9.28,4.8963,29.9001,2.8299,26.185,5.41,3.6,28.1193,6.6461
3/26/2015,38.081,367.35,36.6999,20.2454,83.01,9.3,4.7461,29.134,2.6734,26.2826,5.58,3.6,28.3153,6.4601
3/27/2015,37,370.56,36.4861,20.6462,83.3,9.46,4.6223,28.8111,2.6402,26.2094,5.27,3.7,28.0897,6.5108
3/30/2015,38.114,374.59,36.4772,20.7331,83.195,8.8,4.7637,28.3078,2.8242,26.5752,5.18,3.499,28.8007,6.5362
3/31/2015,37.754,372.1,36.2056,20.2068,82.215,8.93,4.889,28.5105,2.685,26.4858,5.335,3.599,28.3586,6.4094
4/1/2015,37.518,370.255,36.2635,20.2889,81.665,8.9,5.0614,28.3753,2.54,26.811,5.49,3.72,28.3176,6.384
4/2/2015,38.2,372.25,35.8805,20.3372,81.555,9.04,5.2028,28.6908,2.5622,26.8923,5.45,3.75,28.5614,6.4686
4/6/2015,40.62,377.04,36.9982,20.9214,82.44,9.34,5.2824,28.8186,2.6293,26.6565,5.66,3.6,29.0241,6.5954
4/7/2015,40.65,374.41,36.9848,21.1097,82.32,9.32,5.2337,28.5257,2.7521,26.5265,5.71,3.5,28.7187,6.5447
4/8/2015,41.534,381.2,36.8869,21.2642,82.275,9.3,5.4018,29.0738,2.685,26.624,5.55,3.5935,28.6253,6.5447
4/9/2015,42.018,383.54,36.9403,21.7519,82.17,9.525,5.2779,30.0351,2.7908,26.3883,5.59,3.201,28.844,6.5362
4/10/2015,42.18,382.65,37.154,21.9788,82.04,9.54,5.3177,30.3433,2.7185,26.3395,5.97,3.4,28.9671,6.8152
4/13/2015,41.956,382.36,37.1897,21.776,83.01,9.61,5.1807,30.3584,2.6513,26.559,6,3.9,28.9101,7.0182
4/14/2015,41.492,385.11,37.0917,21.5926,83.515,9.74,5.2824,30.3433,2.9698,26.3801,6.55,3.8,28.7848,6.7307
4/15/2015,41.566,383.45,37.6305,21.8533,82.705,9.97,5.3885,30.7112,3.1316,26.6565,6.99,3.51,28.8942,6.6292
4/16/2015,41.34,386.04,37.5459,21.7181,82.31,9.925,5.4238,30.7487,3.0754,26.5265,7.165,3.899,28.7552,6.57
4/17/2015,41.358,375.56,37.0605,21.4381,80.775,9.89,5.2912,29.7874,2.953,25.7867,7.05,3.9,28.4315,6.4432
4/20/2015,41.054,389.51,38.2093,21.3318,83.09,10.01,5.1984,30.2832,2.9472,26.185,7.44,3.7,29.0811,6.4347
4/21/2015,41.882,391.18,37.9689,21.298,83.62,10.03,5.2515,30.103,2.8188,26.0306,7.13,3.449,28.9238,6.6292
4/22/2015,43.888,389.8,38.2806,21.5443,84.63,9.92,5.4061,30.223,2.8357,26.1931,7.16,3.2,29.3135,6.7645
4/23/2015,43.72,389.99,38.5967,21.4574,82.41,10.27,5.6051,30.2832,3.1364,25.9818,7.65,3,29.5528,6.6377
4/24/2015,43.685,445.1,42.631,21.2739,81.53,10.38,5.8703,30.5761,3.4012,25.9493,8.07,3.6,29.6919,6.5616
4/27/2015,46.31,438.56,42.7735,21.4381,81.91,10.24,5.7819,30.2531,3.4579,25.9167,8.26,3.5,30.232,6.4686
4/28/2015,46.096,429.31,43.7753,21.5395,80.68,10.39,5.8172,30.3358,3.3111,26.3883,8.71,3.501,29.7557,6.4855
4/29/2015,46.49,429.37,43.6907,21.3801,80.465,10.37,5.72,29.5396,3.0518,25.7135,8.98,3.69,29.3181,6.3333
4/30/2015,45.21,421.78,43.3167,21.4332,78.77,10.16,5.667,28.9462,3.3507,25.616,9.87,3.749,28.5227,5.5638
5/1/2015,45.206,422.87,43.3301,21.9692,78.99,10.27,5.6993,29.4192,3.2154,25.3639,10.27,3.6502,29.3887,5.4962
5/4/2015,46.102,423.04,42.9605,21.834,78.81,10.16,5.5888,30.1329,3.3052,25.4615,9.53,3.7175,29.3318,5.53
5/5/2015,46.59,421.19,42.3905,21.2739,77.56,9.94,5.5755,30.058,3.7113,25.3152,9.56,3.601,28.6708,5.5264
5/6/2015,46.086,419.1,41.215,21.3415,78.1,9.8,5.4384,29.3893,3.7059,25.7867,8.93,3.31,28.4908,5.6131
5/7/2015,47.36,426.88,41.589,21.7181,78.425,9.72,5.5092,29.6749,3.565,25.7948,8.59,3.3,28.667,5.821
5/8/2015,47.322,433.69,42.5241,20.1102,78.51,9.875,5.6285,30.1855,3.4352,25.7135,8.82,3.1975,29.2071,6.0029
5/11/2015,47.898,432.85,42.1857,19.9219,78.01,10.46,5.5003,29.8623,3.4636,25.8029,8.84,2.99,28.9096,5.9682
5/12/2015,48.948,431.02,42.1679,20.1151,77.46,10.2,5.5401,29.3292,3.3392,25.8192,8.66,3.199,28.8055,5.9076
5/13/2015,48.636,426.87,42.4128,20.231,78.44,10.26,5.4826,29.4421,3.3052,25.6891,8.63,2.999,28.8387,5.9509
5/14/2015,48.82,432.28,43.3879,20.5593,81.37,10.325,5.602,29.4192,3.1645,25.7867,8.5,2.9,29.5115,6.0462
5/15/2015,49.768,426,43.0095,20.5689,80.42,10.33,5.7082,30.088,3.221,25.3639,8.33,3.1,29.4703,5.9769
5/18/2015,49.75,425.24,42.7556,20.54,80.88,10.225,5.4738,30.223,2.9895,25.9005,8.12,3,29.7953,6.0289
5/19/2015,49.428,421.71,42.6481,20.4114,80.63,10.12,5.3854,30.2755,2.8483,26.0468,7.59,2.9801,29.7678,6.0462
5/20/2015,48.87,423.86,42.6481,20.4114,80.55,10.11,5.3544,30.1479,2.8373,25.9818,7.51,2.95,29.7655,6.1761
5/21/2015,49.124,431.63,42.5047,20.2659,80.48,10.27,5.213,30.6211,2.8373,26.0143,7.96,2.95,30.0699,6.358
5/22/2015,49.546,427.63,42.0386,20.2368,80.54,10.48,5.0317,30.6437,2.9474,25.8029,7.62,2.9801,30.3331,6.2541
5/26/2015,49.491,425.47,41.7607,20.1107,79.335,10.3,4.8946,30.1778,2.9075,25.6322,7.4,2.95,29.6648,6.2194
5/27/2015,49.486,431.42,42.675,21.1875,80.55,10.11,4.9786,29.6449,3.0554,26.0224,7.36,2.9801,30.2198,6.3667
5/28/2015,50.29,426.57,42.5316,21.4786,80.145,10.03,4.9167,30.7337,3.2211,26.1688,7.4,2.9,30.1592,6.3927
5/29/2015,50.16,429.23,42.0027,21.4689,79.19,9.8,4.731,32.604,3.0272,25.7216,7.49,3,29.8159,6.3147
6/1/2015,49.89,430.92,42.3344,21.7114,80.29,9.51,4.728,32.6492,2.9133,25.6729,7.27,3,29.8742,6.2887
6/2/2015,49.67,430.99,42.0565,21.2797,80.445,9.62,4.8872,33.0245,3.0902,26.0224,7.57,2.9,29.7427,6.3494
6/3/2015,49.798,436.59,41.9938,21.0517,82.44,9.71,4.7766,32.8368,3.0044,26.4289,7.59,2.8,29.7793,6.3753
6/4/2015,49.184,430.78,41.5545,21.4301,82.05,9.74,4.7102,33.0621,3.0439,26.4614,7.39,2.9,29.6053,6.358
6/5/2015,49.828,426.95,41.3573,21.595,82.14,9.75,4.6262,33.1524,3.0156,26.9329,7.63,3,29.4428,6.1674
6/8/2015,51.258,423.5,40.9898,21.1002,80.67,9.52,4.6793,32.5994,2.9185,26.8516,7.63,3,29.2483,6.1934
6/9/2015,51.2,425.48,40.9181,21.2069,80.67,9.54,4.6616,32.4858,2.8735,26.9329,7.59,3.199,29.1614,6.1934
6/11/2015,50.282,432.97,41.6262,21.0517,81.83,9.21,4.7545,32.5615,3.1467,27.2358,7.64,2.82,29.4291,6.2541
6/12/2015,50.138,429.92,41.205,20.4793,81.53,9.23,4.6882,32.5313,3.1239,27.0803,7.62,2.949,29.1041,6.1761
6/15/2015,50.076,423.67,40.7613,20.4405,80.71,9.39,4.6837,32.1979,3.1125,27.1703,7.56,2.89,29.0469,6.0722
6/16/2015,50.624,427.26,41.0795,20.6928,81.06,9.26,4.927,32.1906,2.9587,27.5878,7.68,2.676,29.2025,6.1848
6/17/2015,52.082,427.81,41.205,20.9353,81.79,9.31,4.896,32.5843,2.9669,27.1458,7.76,2.998,29.1339,6.1674
6/18/2015,52.378,439.39,41.8772,21.2845,82.905,9.12,4.9978,32.7054,2.9264,27.5223,7.66,2.601,29.2666,6.2974
6/19/2015,52.502,434.92,41.3215,21.2166,82.51,8.91,4.8651,32.6297,2.8923,27.6615,7.42,2.5,28.9737,6.2281
6/22/2015,51.958,436.29,41.438,21.1245,84.74,9.2,4.9226,33.2357,2.7247,28.1363,7.39,2.5,29.2048,6.3234
6/23/2015,53.534,445.99,41.1512,20.5861,87.88,8.81,4.9889,33.5914,2.7997,28.3328,6.98,2.58,29.0721,6.3494
6/24/2015,53.034,440.84,40.9047,20.3823,88.86,8.83,4.9668,33.7352,2.7478,28.1445,6.83,2.6,29.3193,6.2627
6/25/2015,53.758,440.1,40.9181,20.5376,87.98,8.63,4.8297,33.0613,2.6271,28.4392,6.5,2.501,29.1797,6.2714
6/26/2015,53.418,438.1,40.5686,20.1204,88.01,8.57,4.8784,33.3491,2.6792,28.3819,6.21,2.577,29.008,6.2627
6/29/2015,52.404,429.86,39.7708,19.5189,85.8,8.29,4.8076,32.3874,2.7594,27.7434,5.8,2.7,28.4999,5.9855
6/30/2015,53.652,434.09,39.5736,19.5092,85.765,8.18,4.8442,32.5313,2.4943,27.8498,5.62,1.9,28.7048,5.9336
7/1/2015,53.83,437.39,39.838,19.7906,86.91,8.02,4.8133,33.4096,2.4254,28.6766,5.4,1.8,28.9737,5.9249
7/2/2015,56.004,437.71,39.7977,19.81,87.285,7.96,4.9549,32.9856,2.2235,28.0626,5.37,1.9,28.9371,5.8296
7/6/2015,55.944,436.04,39.7887,19.5674,87.55,7.97,4.7514,33.5612,2.0455,28.2427,5.23,2.0402,28.8364,5.6131
7/7/2015,53.576,436.72,39.7081,19.1988,87.22,7.99,4.7204,34.8559,2.0339,28.0053,5.78,1.75,28.7654,5.6564
7/8/2015,50.992,429.7,39.6543,19.063,85.65,7.69,4.5788,34.6363,1.8088,28.3082,5.56,1.751,28.0514,5.4745
7/9/2015,51.584,434.39,39.9053,18.8301,85.88,7.77,4.6673,35.5148,1.8837,28.5293,6.3,1.75,27.4792,5.5871
7/10/2015,51.83,443.51,39.9859,19.16,87.95,7.69,4.8177,35.5603,1.9009,28.914,6.18,1.85,28.2139,5.8036
7/13/2015,52.432,455.57,40.8195,19.2861,90.1,7.73,4.9195,35.8557,2.028,28.7175,6.16,2.05,28.7586,5.8123
7/14/2015,53.13,465.57,40.8912,19.2958,89.68,7.96,4.4682,35.3863,1.9583,28.9386,6.78,2.099,28.7471,5.8296
7/15/2015,52.628,461.19,41.0167,19.16,89.76,7.83,4.393,35.1513,1.826,29.0368,6.38,2.1,29.024,5.7603
7/16/2015,53.336,475.48,41.8234,19.5868,90.85,7.78,4.3709,35.7647,1.7859,29.2415,6.05,2.3,29.4108,5.7863
7/17/2015,54.932,483.01,41.7876,19.4704,94.97,7.77,4.309,35.3405,1.7513,29.0532,5.91,2.2,29.6648,5.8816
7/20/2015,56.452,488.1,42.0565,19.1115,97.91,7.68,4.2559,35.4619,1.6471,29.1187,5.59,2.25,30.2255,5.8729
7/21/2015,53.354,488,42.3792,19.1988,98.39,7.84,4.2603,35.5452,1.6824,28.8567,6.05,2,29.9235,5.8469
7/22/2015,53.574,488.27,40.8195,18.8253,97.04,7.7,4.1365,35.7421,1.4227,28.914,5.63,2.1755,28.6579,5.795
7/23/2015,53.44,482.18,41.3305,19.063,95.44,7.61,3.8843,35.5452,1.5958,27.6697,5.78,2,28.6441,5.821
7/24/2015,53.082,529.42,41.1781,18.8398,96.95,7.33,3.8002,34.4471,1.4446,27.1294,5.63,2,28.4931,5.8383
7/27/2015,50.602,531.41,40.6492,18.7331,94.17,7.28,3.7516,34.3184,1.4096,27.1867,5.44,2,28.0972,5.769
7/28/2015,52.964,526.03,40.6403,19.1406,95.29,7.8,3.8445,34.2882,1.7442,27.1867,5.91,2.3,28.2368,5.7343
7/29/2015,52.764,529,41.4918,19.3734,96.99,8,3.8931,34.7348,1.7737,27.2194,6.03,2.0339,28.1475,5.7084
7/30/2015,53.358,536.76,42.0206,19.4219,95.21,7.92,3.8135,34.9543,1.5562,27.3341,5.85,2.01,28.0056,6.0895
7/31/2015,53.23,536.15,41.8593,19.354,94.01,7.735,3.84,34.7197,1.4802,27.1949,5.76,2.01,27.7607,6.1068
8/3/2015,51.998,535.03,41.9579,19.6838,94.14,7.55,3.8105,34.0382,1.4392,26.6055,5.77,2.199,27.1062,6.0029
8/4/2015,53.256,531.9,42.6122,19.7615,94.06,7.6,3.7132,34.5076,1.4212,26.319,5.7,2.1,26.2365,5.9509
8/5/2015,54.026,537.01,42.6481,19.9652,96.44,7.61,3.6777,35.1286,1.5562,26.7528,5.68,2.2261,26.4105,5.9336
8/6/2015,49.226,529.46,41.7876,19.8391,95.12,7.66,3.6069,34.3411,1.6916,26.7365,5.03,2,26.4679,5.8989
8/7/2015,48.502,522.62,41.8952,22.2935,94.3,7.57,3.5229,34.2049,1.5738,26.3681,4.86,2.75,26.5576,5.8729
8/10/2015,48.228,524,42.424,23.0696,94.15,7.7,3.6556,34.6893,1.756,26.5482,5.25,2.925,27.5231,5.9509
8/11/2015,47.474,527.46,41.5994,22.9532,93.62,7.56,3.5715,34.6212,1.815,26.8183,5.11,3,26.0909,5.7517
8/12/2015,47.634,525.91,41.8952,23.0114,94.19,7.74,3.5007,34.5456,1.9028,26.147,5.36,3,26.4932,5.7517
8/13/2015,48.502,529.66,41.8862,22.8173,93.43,7.6,3.3707,34.9091,1.8853,26.0652,5.04,3.3,26.4725,5.7517
8/14/2015,48.63,531.52,42.1282,22.8367,94.42,7.66,3.4156,35.9239,1.9854,26.1798,4.94,3.5,26.6587,5.7257
8/17/2015,50.998,535.22,42.415,22.6912,93.93,7.64,3.3841,35.5527,2.2024,26.4827,4.72,3.3,26.9346,5.7257
8/18/2015,52.144,535.02,42.6496,22.4842,95.17,7.57,3.4649,35.5829,2.0085,26.4008,4.57,3.2,26.7829,5.717
8/19/2015,51.05,532.92,42.0541,22.3965,95.31,7.5,3.3528,35.1742,1.9854,26.1307,4.26,3,26.4403,5.5957
8/20/2015,48.436,515.78,41.197,21.588,90.56,7.39,3.3976,34.2501,1.8972,25.664,4.17,3,25.8978,5.3965
8/21/2015,46.154,494.47,38.8601,20.9158,86.06,7.15,3.3483,33.9474,1.9442,25.5576,4.02,3,24.3138,5.3186
8/24/2015,43.774,463.37,37.606,20.1754,82.09,6.97,3.2318,32.5313,1.9161,24.3952,4.01,3,23.7069,5.0847
8/25/2015,44.006,466.37,36.5143,19.7565,83,6.74,3.1735,33.2357,1.9161,24.0104,4.13,3.1,23.8494,5.2406
8/26/2015,44.968,500.77,38.5353,21.247,87.19,6.79,3.3797,34.3486,1.9573,24.608,4.43,3.3,25.2173,5.4138
8/27/2015,48.598,518.37,39.609,22.0458,89.73,7.19,3.5455,34.9846,2.2261,24.8045,4.9,3.4,25.9599,5.4745
8/28/2015,49.696,518.01,39.6361,22.1432,91.01,7.37,3.4201,32.1753,2.2861,24.8045,5.17,3.4,26.0449,5.4745
8/31/2015,49.812,512.89,39.2662,21.8997,89.43,7.59,3.281,32.1676,2.3696,25.2056,5.32,3.201,25.9231,5.4052
9/1/2015,47.726,496.54,37.7323,21.0035,87.23,7.34,3.139,31.1834,2.2444,24.6571,4.9,4.1,24.7644,5.2926
9/2/2015,49.538,510.55,39.1218,21.6367,89.89,7.47,3.1524,31.6604,2.2679,25.091,5.05,3.598,25.8265,5.3879
9/3/2015,49.114,504.72,39.2481,21.6951,88.15,7.46,3.2736,31.5849,2.3217,25.2711,5.27,4,25.3736,5.4398
9/4/2015,48.386,499,38.4451,21.1885,88.26,7.28,3.0717,31.5085,2.3038,25.091,5.05,3.95,25.1207,5.3359
9/8/2015,49.634,517.54,39.6,22.0945,89.53,7.4,3.139,31.9207,2.5604,25.574,5.03,4.075,25.8196,5.5178
9/9/2015,49.782,516.89,38.8601,21.6562,90.44,7.24,3.1704,31.9207,2.6141,25.4668,4.78,6.1,25.323,5.5698
9/10/2015,49.696,522.24,39.0586,21.9971,91.98,7.38,3.0673,32.3486,2.4232,25.706,4.75,5.8,25.8794,5.6737
9/11/2015,50.048,529.44,39.2301,22.0653,92.05,7.37,3.0314,32.677,2.1844,25.6647,4.07,5.3,26.2564,5.6391
9/14/2015,50.638,521.38,38.8331,22.1043,92.31,7.38,3.2107,32.975,1.9393,25.7142,4.07,4.7,26.5093,5.7343
9/15/2015,50.714,522.37,39.6812,22.3478,92.9,7.49,3.2556,32.8448,1.9101,25.9699,4.34,4.59,26.7323,5.717
9/16/2015,52.45,527.39,39.9699,22.5037,93.45,7.66,3.3767,33.5935,2.0254,26.143,4.84,4.927,26.7622,5.821
9/17/2015,52.414,538.87,39.9248,22.7083,94.34,7.57,3.3407,33.311,1.9397,25.9369,4.97,4.85,26.1898,5.8383
9/18/2015,52.124,540.26,39.2301,22.6888,94.4,7.5,3.1166,32.2874,1.8674,25.6482,5,4.899,26.0817,5.717
9/21/2015,52.84,548.39,39.7985,22.9226,95.55,7.42,3.0448,31.8673,1.7641,25.9781,5.28,4.82,26.4863,5.7343
9/22/2015,52.188,538.4,39.609,22.2991,92.96,7.25,3.0224,31.5849,1.7158,25.8049,5.34,4.8,26.0702,5.6477
9/23/2015,52.212,536.07,39.5819,22.4063,93.97,7.17,2.8565,31.3786,1.6009,25.8132,4.99,4.94,26.2817,5.7603
9/24/2015,52.624,533.75,39.618,22.8349,94.41,7.03,2.9686,31.4702,1.6556,26.0028,5.03,4.999,26.438,5.769
9/25/2015,51.382,524.25,39.6451,23.0005,92.77,6.49,2.9193,31.3174,1.5948,25.9616,4.82,4.855,26.3714,5.691
9/28/2015,49.686,504.06,39.0586,22.6985,89.21,6.3,2.8341,30.7826,1.4673,25.8462,4.3,4.795,25.8495,5.5957
9/29/2015,49.33,496.07,39.194,23.098,86.67,6.02,2.8475,30.882,1.4491,25.8956,4.255,4.75,25.0725,5.6997
9/30/2015,49.68,511.89,39.9338,24.0137,89.9,6.13,2.9686,31.4778,1.4793,25.9369,4.5,4.799,25.3575,5.8729
10/1/2015,47.976,520.72,40.2496,23.5461,90.95,6.08,3.0014,30.9508,1.431,25.9451,4.62,4.7,25.192,5.7863
10/2/2015,49.514,532.54,41.1158,24.1598,92.07,6.34,3.1585,31.6994,1.5523,25.8214,4.92,4.599,25.3759,5.9855
10/5/2015,49.23,543.68,42.0722,24.7638,94.01,6.605,3.2752,32.4478,1.7828,26.2338,5.37,4.1255,25.4679,6.0029
10/6/2015,48.292,537.48,42.1804,25.0853,92.8,6.785,3.3514,33.1047,2.1287,26.0193,6.01,3.6645,25.5897,6.0462
10/7/2015,46.392,541.94,42.2256,25.3483,92.4,7.16,3.4187,33.1812,1.7828,26.4729,5.9,3.8,25.4679,6.0981
10/8/2015,45.344,533.16,42.812,25.4945,92.47,7.29,3.4771,33.5935,1.8917,26.7451,6.35,3.81,25.1736,6.0981
10/9/2015,44.138,539.8,42.5053,25.397,93.24,7.415,3.486,33.9222,1.8495,26.4812,5.78,3.85,25.7759,6.0462
10/12/2015,43.116,550.19,42.406,25.6698,94.26,7.16,3.4187,33.5631,1.7947,26.9018,5.59,3.65,25.6564,5.9855
10/13/2015,43.85,548.9,42.3068,25.7185,94.12,7.17,3.2169,33.2422,1.7277,26.5636,5.11,3.375,25.7001,5.8903
10/14/2015,43.376,544.83,42.1173,26.6537,94.07,7.28,3.2392,32.8832,1.7158,25.8544,5.21,3.599,25.3368,5.9855
10/15/2015,44.262,562.44,42.415,26.7219,95.96,7.28,3.1944,33.5554,1.7828,26.5801,5.54,3.9,25.7162,6.1241
10/16/2015,45.402,570.76,42.8662,27.1408,97.54,7.11,3.1764,33.9604,1.7038,26.4729,5.83,4.188,25.5277,6.0808
10/19/2015,45.62,573.15,42.9654,27.0921,98.47,7.18,3.1495,34.1587,1.6431,26.4399,5.48,4.6,25.6863,6.0722
